province,exposure_2012_04,exposure_2012_05,exposure_2012_06,exposure_2012_07,exposure_2012_08,exposure_2012_09,exposure_2012_10,exposure_2012_11,exposure_2012_12,exposure_2013_01,exposure_2013_02,exposure_2013_03,exposure_2013_04,exposure_2013_05,exposure_2013_06,exposure_2013_07,exposure_2013_08,exposure_2013_09,exposure_2013_10,exposure_2013_11,exposure_2013_12,exposure_2014_01,exposure_2014_02,exposure_2014_03,exposure_2014_04,exposure_2014_05,exposure_2014_06,exposure_2014_07,exposure_2014_08,exposure_2014_09,exposure_2014_10,exposure_2014_11,exposure_2014_12,exposure_2015_01,exposure_2015_02,exposure_2015_03,exposure_2015_04,exposure_2015_05,exposure_2015_06,exposure_2015_07,exposure_2015_08,exposure_2015_09,exposure_2015_10,exposure_2015_11,exposure_2015_12,exposure_2016_01,exposure_2016_02,exposure_2016_03,exposure_2016_04,exposure_2016_05,exposure_2016_06,exposure_2016_07,exposure_2016_08,exposure_2016_09,exposure_2016_10,exposure_2016_11,exposure_2016_12,exposure_2017_01,exposure_2017_02,exposure_2017_03,exposure_2017_04,exposure_2017_05,exposure_2017_06,exposure_2017_07,exposure_2017_08,exposure_2017_09,exposure_2017_10,exposure_2017_11,exposure_2017_12,exposure_2018_01,exposure_2018_02,exposure_2018_03,exposure_2018_04,exposure_2018_05,exposure_2018_06,exposure_2018_07,exposure_2018_08,exposure_2018_09,exposure_2018_10,exposure_2018_11,exposure_2018_12,exposure_2019_01,exposure_2019_02,exposure_2019_03,exposure_2019_04,exposure_2019_05,exposure_2019_06,exposure_2019_07,exposure_2019_08,exposure_2019_09,exposure_2019_10,exposure_2019_11,exposure_2019_12,exposure_2020_01,exposure_2020_02,exposure_2020_03,exposure_2020_04,exposure_2020_05,exposure_2020_06,exposure_2020_07,exposure_2020_08,exposure_2020_09,exposure_2020_10,exposure_2020_11,exposure_2020_12,exposure_2021_01,exposure_2021_02,exposure_2021_03,exposure_2021_04,exposure_2021_05,exposure_2021_06,exposure_2021_07,exposure_2021_08,exposure_2021_09,exposure_2021_10,exposure_2021_11,exposure_2021_12,exposure_2022_01,exposure_2022_02,exposure_2022_03,exposure_2022_04,exposure_2022_05,exposure_2022_06,exposure_2022_07,exposure_2022_08,exposure_2022_09,exposure_2022_10,exposure_2022_11,exposure_2022_12,exposure_2023_01,exposure_2023_02,exposure_2023_03,exposure_2023_04,exposure_2023_05,exposure_2023_06,exposure_2023_07,exposure_2023_08,exposure_2023_09,exposure_2023_10,exposure_2023_11,exposure_2023_12,exposure_2024_01,exposure_2024_02,exposure_2024_03,exposure_2024_04,exposure_2024_05,exposure_2024_06,exposure_2024_07,exposure_2024_08,exposure_2024_09,exposure_2024_10,exposure_2024_11,exposure_2024_12,mean_lights_2012_04,mean_lights_2012_05,mean_lights_2012_06,mean_lights_2012_07,mean_lights_2012_08,mean_lights_2012_09,mean_lights_2012_10,mean_lights_2012_11,mean_lights_2012_12,mean_lights_2013_01,mean_lights_2013_02,mean_lights_2013_03,mean_lights_2013_04,mean_lights_2013_05,mean_lights_2013_06,mean_lights_2013_07,mean_lights_2013_08,mean_lights_2013_09,mean_lights_2013_10,mean_lights_2013_11,mean_lights_2013_12,mean_lights_2014_01,mean_lights_2014_02,mean_lights_2014_03,mean_lights_2014_04,mean_lights_2014_05,mean_lights_2014_06,mean_lights_2014_07,mean_lights_2014_08,mean_lights_2014_09,mean_lights_2014_10,mean_lights_2014_11,mean_lights_2014_12,mean_lights_2015_01,mean_lights_2015_02,mean_lights_2015_03,mean_lights_2015_04,mean_lights_2015_05,mean_lights_2015_06,mean_lights_2015_07,mean_lights_2015_08,mean_lights_2015_09,mean_lights_2015_10,mean_lights_2015_11,mean_lights_2015_12,mean_lights_2016_01,mean_lights_2016_02,mean_lights_2016_03,mean_lights_2016_04,mean_lights_2016_05,mean_lights_2016_06,mean_lights_2016_07,mean_lights_2016_08,mean_lights_2016_09,mean_lights_2016_10,mean_lights_2016_11,mean_lights_2016_12,mean_lights_2017_01,mean_lights_2017_02,mean_lights_2017_03,mean_lights_2017_04,mean_lights_2017_05,mean_lights_2017_06,mean_lights_2017_07,mean_lights_2017_08,mean_lights_2017_09,mean_lights_2017_10,mean_lights_2017_11,mean_lights_2017_12,mean_lights_2018_01,mean_lights_2018_02,mean_lights_2018_03,mean_lights_2018_04,mean_lights_2018_05,mean_lights_2018_06,mean_lights_2018_07,mean_lights_2018_08,mean_lights_2018_09,mean_lights_2018_10,mean_lights_2018_11,mean_lights_2018_12,mean_lights_2019_01,mean_lights_2019_02,mean_lights_2019_03,mean_lights_2019_04,mean_lights_2019_05,mean_lights_2019_06,mean_lights_2019_07,mean_lights_2019_08,mean_lights_2019_09,mean_lights_2019_10,mean_lights_2019_11,mean_lights_2019_12,mean_lights_2020_01,mean_lights_2020_02,mean_lights_2020_03,mean_lights_2020_04,mean_lights_2020_05,mean_lights_2020_06,mean_lights_2020_07,mean_lights_2020_08,mean_lights_2020_09,mean_lights_2020_10,mean_lights_2020_11,mean_lights_2020_12,mean_lights_2021_01,mean_lights_2021_02,mean_lights_2021_03,mean_lights_2021_04,mean_lights_2021_05,mean_lights_2021_06,mean_lights_2021_07,mean_lights_2021_08,mean_lights_2021_09,mean_lights_2021_10,mean_lights_2021_11,mean_lights_2021_12,mean_lights_2022_01,mean_lights_2022_02,mean_lights_2022_03,mean_lights_2022_04,mean_lights_2022_05,mean_lights_2022_06,mean_lights_2022_07,mean_lights_2022_08,mean_lights_2022_09,mean_lights_2022_10,mean_lights_2022_11,mean_lights_2022_12,mean_lights_2023_01,mean_lights_2023_02,mean_lights_2023_03,mean_lights_2023_04,mean_lights_2023_05,mean_lights_2023_06,mean_lights_2023_07,mean_lights_2023_08,mean_lights_2023_09,mean_lights_2023_10,mean_lights_2023_11,mean_lights_2023_12,mean_lights_2024_01,mean_lights_2024_02,mean_lights_2024_03,mean_lights_2024_04,mean_lights_2024_05,mean_lights_2024_06,mean_lights_2024_07,mean_lights_2024_08,mean_lights_2024_09,mean_lights_2024_10,mean_lights_2024_11,mean_lights_2024_12
Abra,0,0,0,0,0.02059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24713,0,0,0,0,0,0,0,0,0,0.02423,0,0,0.16422,0,0,0,0,0,0,0,0,0.15366,0,0,0.41827,0,0,0,0,0,0,0,0,0,0.01735,0,0.00428,0,0,0,0,0,0,0,0,0,0,0.54369,0.09725,0,0,0,0,0,0,0,0,0,0,0,0,0.01012,0,0,0,0,0,0.00112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08242,0,0,0,0,0,0,0,0,0,0.08124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01427,0.14217,0.14566,0,0.189083948,0.114759897,-0.014488887,0.000209,0.058052955,0.094752779,0.035790103,-0.089074389,-0.133006922,-0.044947745,0.093359366,0.078958501,0.101263884,0.092213351,0.074605504,-0.049860072,0.063264831,0.073145544,0.120101132,0.012534948,-0.071822534,-0.011058241,0.00969128,0.01398845,0.179253715,0.086008327,0.023045422,0.019555788,0.10784928,0.074330061,0.022213482,-0.179934501,-0.029679473,0.043530127,0.084148349,0.137669502,0.189951413,0.039098454,0.019635331,0.020792596,0.045970198,0.005569917,-0.021252338,0.003445978,-0.056224132,-0.134695327,-0.062634321,-0.00952265,0.160579251,0.162584565,-0.036865879,-0.041381257,-0.039992735,0.015257922,0.053670568,-0.073530852,-0.103531391,-0.007680825,0.12812412,0.222188398,0.346025191,0.426664471,0.185634733,0.091133426,0.168808379,0.278731554,0.299297606,0.166634541,0.083110067,0.143528847,0.198740168,0.263117824,0.334891585,0.289691884,0.227560668,0.052405713,0.013420473,0.214669634,0.209570688,0.153552453,0.098620296,0.073915192,0.145544268,0.203301645,0.228049246,0.271045022,0.205625391,0.124555962,0.152593294,0.190960623,0.215736758,0.093169364,0.052112589,0.020472765,0.21157529,0.319484453,0.408777481,0.273356223,0.214696294,0.249050298,0.167651371,0.256419637,0.182363007,0.196606973,0.193536488,0.178165197,0.193123292,0.269977766,0.422269383,0.327239164,0.302840408,0.239421932,0.207945425,0.303339794,0.288258055,0.249442616,0.224591007,0.213980049,0.231190366,0.28198037,0.399522086,0.374945306,0.314753829,0,0.252314235,0.294761386,0.295131923,0.230574792,0.234589143,0.286470785,0.310882904,0.37267047,0.521632823,0.431029406,0.347860924,0.263713186,0.387810663,0.439682705,0.375664422,0.376607504,0.235977726,0.254811155,0.305556085,0.338296481,0.484855255,0.387343636,0.278619092,0.307551174,0.398486197,0.371965378,0.378019011,0.280654548,0.26558036
Agusan del Norte,0,0,,0,,0,0.00084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01581,0,0.00056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167331959,0.127737011,-0.041506406,0.127272808,-0.019452482,0.094080928,0.013461595,0.002279351,0.003221808,-0.017378549,0.180815632,0.231568481,0.205883612,0.184190903,0.262387665,0.168702564,0.156680726,0.098492408,0.209761683,0.088631945,0.042437159,0.112478242,0.06121926,0.113094302,0.236581639,0.195041957,0.128055064,0.09977066,0.21215665,0.212412014,0.074431744,-0.111127203,0.05567878,0.144174906,0.187458592,0.181231885,0.186630778,0.184133435,0.250638704,0.178930455,0.154853466,0.166181372,0.120919547,0.074281595,0.109246153,0.016314883,0.022701278,0.094156445,0.283272507,0.316899275,0.155502104,0.056789099,0.158767076,0.167055273,0.055133319,0.000465,0.118889598,0.103265077,0.250150986,0.485978268,0.570195077,0.487404546,0.342401217,0.042670111,0.321975475,0.429748835,0.203862299,0.34138662,0.266244741,0.230408088,0.281926076,0.372578391,0.497987479,0.408237557,0.483984795,0.235959126,0.375662649,0.289271783,0.333754398,0.22626533,0.2421219,0.186897454,0.279418495,0.382452378,0.377678775,0.424396739,0.418186484,0.379086768,0.391315237,0.353691959,0.375689722,0.288631729,0.274520945,0.183254356,0.420108539,0.519092187,0.612846664,0.425191529,0.41301666,0.402436811,0.406313978,0.442391616,0.166299445,0.33100525,0.380330747,0.310134533,0.318068243,0.452610734,0.521146721,0.455182054,0.430751913,0.411125928,0.439318534,0.357928688,0.641199241,0.44322252,0.373985393,0.385703194,0.362850705,0.430832701,0.532427192,0.587626992,0.532203682,0.021641054,0.453548263,0,0.355903617,0.391196131,0.399899466,0.312373471,0.400049611,0.553205997,0.710796619,0.646207087,0.582367471,0.071608455,0.371418746,0.519821173,0.514366594,0.651965444,0.427065175,0.36670457,0.493104248,0.562650183,0.666520867,0.574898793,0.584678716,0.604914372,0.762743651,0.202883893,0.566165538,0.510409205,0.574465791
Agusan del Sur,0,0,,0,,0,0.00056,0,0.58521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06908,0,0.00084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102802144,0.088295902,-0.072952449,0.053575375,-0.016461127,0.054950835,0.029270021,-0.056438592,-0.073628707,-0.076596108,0.119802971,0.142330462,0.123149921,0.077893486,0.166123041,0.114830298,0.088990648,0.03415035,0.023136296,0.011939688,-0.034750444,0.021174598,-0.013913838,0.036577231,0.138699384,0.115085662,0.042642114,-0.015500671,0.109596323,0.103312195,-0.03398348,-0.208561583,-0.049104689,0.074644303,0.098940765,0.068800397,0.045858047,0.046633452,0.047499192,0.057064286,0.055242527,0.079599856,0.024332545,-0.01301707,-0.001315857,-0.109403975,-0.094126263,-0.036286527,0.153481428,0.191524327,0.033876652,-0.05051058,0.021212296,0.005830367,-0.010181858,-0.108572498,-0.070940709,0.020620111,0.148206469,0.332553393,0.426333844,0.347690457,0.199201718,0.077842754,0.20727198,0.27765124,0.188938674,0.185491316,0.099851162,0.0878327,0.13625571,0.251756517,0.373443529,0.252825603,0.28605857,0.18873582,0.230073386,0.150098326,0.166803702,0.12497057,0.095970351,0.064382666,0.180223027,0.230630216,0.245800361,0.263478865,0.212788491,0.18816368,0.179904031,0.181841243,0.2075175,0.134618881,0.10554225,0.03321798,0.263815837,0.342585322,0.410417723,0.276627549,0.26094937,0.252878648,0.230307482,0.289345183,0.049691104,0.179991553,0.197066157,0.123260945,0.149210523,0.275054709,0.338419847,0.330227626,0.306434043,0.265144668,0.348735645,0.191164423,0.37950294,0.262569228,0.215786481,0.210396324,0.190270251,0.276141993,0.353501116,0.393417257,0.334813016,0.103777388,0.312731334,0.07225191,0.205854814,0.184115555,0.204170028,0.172084601,0.248471909,0.352231387,0.488307791,0.438204159,0.378115469,0.193708512,0.282584677,0.357294742,0.31176069,0.397694083,0.238128476,0.19819865,0.269781698,0.310871467,0.438894374,0.315299707,0.398013284,0.411173169,0.491765062,0.367046315,0.352183307,0.27901582,0.318165888
Aklan,0,0,0,0,0,0,0.00892,0,0.0026,0,0,0,0,0,0,0,0,0,0,0.54369,0,0.00056,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221752805,0.118477617,-0.032447486,-1.36E-05,0.140924009,0.031503903,0.020095271,0.061341458,-0.028563522,-0.008596432,0.153193033,0.192005011,0.181787729,0.242911794,0.025325729,0.017457132,0.074558045,0.077176013,0.055256292,0.063414564,-0.041882902,0.052552257,0.080870353,0.117247448,0.239570471,0.167337225,0.10813627,0.002824288,0.159867082,0.098254986,0.052594816,-0.065810469,0.069565894,0.19640626,0.166052614,0.197257108,0.210171877,0.195575507,0.166747501,0.150166683,0.176756031,0.119217359,0.113680964,0.122167498,0.081132526,0.036896732,0.028591775,0.091578858,0.259849712,0.324650161,0.100849566,0.105274629,0.13819425,0.136171635,0.088253958,0.028998777,0.044653532,0.137582712,0.237681321,0.333354938,0.502645328,0.542651316,0.26552452,0.158009625,0.292643468,0.460766464,0.453779982,0.28542169,0.212017763,0.211992461,0.251684742,0.400039531,0.525042686,0.435340658,0.381063913,0,0.075130833,0.274453482,0.304863991,0.25044045,0.225658693,0.220240742,0.265310031,0.321254046,0.401251376,0.410669715,0.326115929,0.348192833,0.00013,0.325607639,0.309976345,0.278612548,0.160491791,0.13418823,0.374834556,0.461021723,0.592150103,0.442449835,0.358456234,0.328013263,0.365652985,0.378658657,0.307140802,0.318105152,0.302803924,0.260041122,0.282725153,0.419673311,0.528455512,0.499609305,0.416309468,0.246709005,0.515092677,0.266687826,0.30158253,0.350553039,0.382671449,0.366051684,0.385502655,0.461962637,0.50959882,0.563680706,0.573068807,0.124596754,0.423351859,0.067975286,0.380071222,0.336669674,0.367279271,0.362731694,0.446138802,0.552888965,0.721949782,0.61518495,0.527000583,0.064497356,0.53812446,0.415456075,0.527977224,0.601262627,0.426092959,0.429260414,0.440138204,0.562705328,0.656977714,0.622025041,0.106795024,0.002197646,0.551295281,0.412054006,0.564283659,0.5044759,0.431371192
Albay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112,0,0,0,0,0,0,0,0,0,0,0,0,0.52085,0,0,0,0,0.40654,0.02319,0,0,0,0,0,0,0,0,0,0,0.52296,0,0,0,0,0,0,0,0,0,0,0,0.88376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68484,0,0,0,0,0.27388,0,0,0,0,0.66995,0.31541,0,0,0,0,0,0,0.00056,0,0,0.06072,0,0,0,0,0,0,0,0,0,0,0,0,0.06655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026,0,0,0,0.343259106,0.207535723,0.082202585,0.018809891,0.142365085,0.002645344,0.082386807,0.101862384,0.071060041,0.03873807,0.185450166,0.270823633,0.265808435,0.332625504,0.209744633,0.209902091,0.18217615,0.168813557,0.214533712,0.093687783,0.076401528,0.110595883,0.176088831,0.177771384,0.303268734,0.240647825,0.20031295,0.151698286,0.209661766,0.297456834,0.171801501,-0.032557623,0.068314197,0.195519898,0.221627831,0.284866637,0.29819497,0.248461741,0.247271735,0.216916306,0.208571192,0.197347272,0.199177542,0.171094149,0.12791282,0.080057926,0.094108295,0.165537202,0.279607404,0.35699489,0.186173876,0.203150753,0.158667168,0.215172372,0.174530241,0.082371605,0.009928436,0.123108574,0.272405014,0.407738528,0.564511409,0.575612656,0.377959626,0.311125185,0.404234759,0.497509235,0.444161781,0.349797689,0.318312612,0.302852822,0.552058338,0.485307507,0.587863723,0.519590945,0.522556006,0.144594893,0.362401072,0.349698626,0.442863919,0.34610628,0.293151615,0.286824382,0.336532755,0.426342776,0.487941922,0.497115468,0.480165557,0.427166579,0.540347066,0.441463908,0.482326158,0.38668085,0.220601246,0.216028023,0.460579654,0.594856318,0.705974159,0.548102431,0.454301526,0.524315999,0.542216853,0.548228357,0.455254365,0.321050174,0.414130036,0.240013188,0.416713836,0.549643935,0.653792527,0.596233818,0.556593905,0.5846441,0.648655334,0.361325764,0.490548844,0.570263126,0.49832726,0.512650157,0.539659326,0.599827911,0.64864424,0.695580773,0.731851811,0,0.571138742,0.591983393,0.59627738,0.46395409,0.544466685,0.317208689,0.547159151,0.71276194,0.858990856,0.838329041,0.787685803,0.303861928,0.730771466,0.722817543,0.718448301,0.767734779,0.570886388,0.506596945,0.567840309,0.701490604,0.795415989,0.75228671,0.710216002,0.518162575,0.720995692,0.587580071,0.695677091,0.640793763,0.49169729
Antique,0,0,0,0,0,0,0.01208,0,0.00112,0,0,0,0,0,0,0,0,0,0,0.45656,0,0.00056,0.00028,0,0,0,0,0,0,0,0,0,0.00084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193123031,0.129537855,-0.040777983,0.003285165,0.071320048,0.053614275,0.072310235,-7.85E-05,-0.034088994,-0.02258252,0.14251124,0.206439959,0.188542635,0.189781885,0.121962209,0.029295312,0.039148275,0.062193098,0.054185066,0.034388659,-0.004928232,0.056287002,0.080231749,0.14123997,0.297021148,0.128792876,0.105536196,0.014968776,0.112281022,0.128502632,0.037651855,-0.123750992,0.016649015,0.141806533,0.149594456,0.316617231,0.143656361,0.142515578,0.138093139,0.077829411,0.092648898,0.065664906,0.054440963,0.042396786,0.015929186,-0.020838681,0.071994024,0.137228766,0.2633156,0.272284583,0.061545862,0.053450284,0.108420801,0.079925397,0.068475383,-0.001539833,0.024209107,0.099721511,0.199102409,0.342461759,0.481687061,0.499981181,0.213350492,0.163642754,0.237422174,0.304489164,0.356208305,0.27366022,0.192794813,0.165103814,0.277558596,0.398937852,0.552250863,0.427724061,0.350641989,0,0.167583316,0.293349036,0.289515102,0.228754867,0.207752493,0.185447505,0.364970989,0.414573485,0.480064422,0.383623777,0.407128303,0.359546911,0.000112,0.277880534,0.270048713,0.216090808,0.188582904,0.103956414,0.354617119,0.485764906,0.585565965,0.411875998,0.294288412,0.300108616,0.329088961,0.402300086,0.233174551,0.286028059,0.319913471,0.240316556,0.244749872,0.404415355,0.631902623,0.465663683,0.368207179,0.191892523,0.421696126,0.40212871,0.272901891,0.369956196,0.339948644,0.352471242,0.442234958,0.447533719,0.448700713,0.54117872,0.537347826,0.050536038,0.36612199,0.075263041,0.381723637,0.366491631,0.307906304,0.33165783,0.406084787,0.586407455,0.672980058,0.510983326,0.458377751,0.188840033,0.210956793,0.286889101,0.47327586,0.516830075,0.409952018,0.408359408,0.494480142,0.537153107,0.751889327,0.518014553,0.141636763,0.00043,0.443724074,0.299198219,0.375179108,0.435760973,0.378680366
Apayao,0,0,0,0,0.03984,0,0,0,0,0,0,0,0,0,0,0.00056,0,0,0.27845,0,0,0,0,0,0,0,0,0,0,0.27798,0,0,0,0,0,0,0,0,0,0.03091,0,0,0.08039,0,0,0,0,0,0,0,0,0.23158,0,0,0.68836,0,0,0,0,0,0,0,0,0,0.00688,0,0.00112,0,0,0,0,0,0,0,0,0,0,0.96027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05403,0,0,0,0,0,0.00056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12304,0,0,0,0,0,0,0,0,0,0.10155,0,0.06093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01427,0.10155,0.67817,0,0.175889679,0.077679084,-0.012196012,0.000396,0.004069271,0.089237959,0.058445746,-0.084753205,-0.115172381,-0.070556284,0.017756275,0.076377817,0.092869139,0.090934033,0.089850055,-0.06498693,0.048851262,0.090254322,0.126260354,0.045674143,-0.040694356,-0.028542599,-0.030841304,0.004119418,0.159155608,0.086825779,0.02350377,0.00059,0.121658509,0.077447266,0.046142151,-0.124534921,0.008405476,0.027922725,0.047161762,0.077185189,0.201524996,0.031421731,0.02029088,-0.005931202,0.032727554,-0.003749241,-0.023269154,0.001854157,-0.03934777,-0.13643724,-0.08101553,-0.030704154,0.092380442,0.140340737,-0.056775959,-0.060943807,-0.040490346,0.004412846,0.065471734,-0.064562255,-0.115088999,-0.017232626,0.135278222,0.173040157,0.326856207,0.369518114,0.161073744,0.045503725,0.144040331,0.291635926,0.325830262,0.185461538,0.117781716,0.131118685,0.165592828,0.223082355,0.311233084,0.274070778,0.215266094,0.044158548,0.022300723,0.208369494,0.220121734,0.12801028,0.078519279,0.032945091,0.060882928,0.131969048,0.217127345,0.251690513,0.1866426,0.096775277,0.147714833,0.19661173,0.240821584,0.120023633,0.048523772,0.016165374,0.190082595,0.246242184,0.389791401,0.248260568,0.201989909,0.226158668,0.232883475,0.243117472,0.209139339,0.21233493,0.198261723,0.178482941,0.171035788,0.221346143,0.424547341,0.299757899,0.26247925,0.23863693,0.231798728,0.291016494,0.29721161,0.25464115,0.220573113,0.199218066,0.242003513,0.265200432,0.423760801,0.376954697,0.31221557,0,0.244765185,0.291850252,0.329983001,0.208327321,0.234277534,0.253486377,0.297259577,0.30462456,0.501183202,0.436050193,0.365582296,0.250134369,0.344298667,0.409796917,0.374320931,0.3924456,0.226137218,0.228422792,0.227915612,0.289320022,0.422040578,0.373782446,0.265695455,0.294056686,0.377976855,0.389202552,0.363992855,0.299426816,0.228151171
Aurora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5855,0,0.18226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0,0,0.00548,0,0,0.03036,0,0,1.11956,0,0,0,0,0,0,0,0,0,0,0,0.49837,0,0,0,0,0,0,0,0,0,0.03106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04996,0,0,0,0,0.00112,0.28197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06093,0.41827,0.07674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13364,0,0,0,0.04083,0.12186,0.88644,0,0.186783482,0.10556504,-0.013738432,-0.002972645,0.027268984,0.027339099,0.050282251,-0.05221033,-0.123892843,-0.055376043,0.039318768,0.093943402,0.097868469,0.110668359,0.079548192,-0.0134364,0.005247344,0.057175133,0.069316409,0.030791567,-0.056760886,-0.014743379,-0.00145131,0.019448851,0.151882489,0.067121047,0.030647195,-0.010344759,0.139752257,0.08390384,0.009649768,-0.166918328,-0.026933544,0.024347375,0.055543098,0.090798902,0.211920558,0.058611188,0.016362384,0.021460437,0.051848528,0.003966915,0.005793168,0.018358005,-0.02543977,-0.116699366,-0.073198314,-0.060204042,0.093314718,0.16954597,-0.045114278,-0.019554409,-0.026551518,-0.008461818,0.044856888,-0.051037283,-0.105921885,-0.020728233,0.140239391,0.205431677,0.366829016,0.443544167,0.160290131,0.082746726,0.187418094,0.276309997,0.234669589,0.17980862,0.086512875,0.086035035,0.166782646,0.25692253,0.350196116,0.280871553,0.197150023,0.000972,0.001675542,0.200170057,0.201145281,0.157645267,0.08604349,0.059257124,0.096757835,0.138186034,0.219976076,0.226184252,0.223348351,0.157049143,0.095744737,0.181148946,0.197911584,0.128357976,0.077761637,0.021550798,0.207170636,0.277475825,0.421850162,0.269480972,0.197550812,0.221708789,0.193709657,0.262082435,0.162453727,0.180797163,0.193311484,0.173022891,0.186316451,0.227689999,0.384041042,0.322562123,0.304816436,0.247088105,0.205592881,0.17958646,0.2781638,0.293335882,0.203888425,0.1989515,0.250373409,0.280821579,0.396817561,0.381444167,0.331215402,0,0.237910059,0.280759206,0.265581718,0.225864062,0.224185954,0.241000915,0.276268948,0.33823768,0.48801238,0.427577099,0.344268637,0.237821261,0.329072934,0.388284153,0.400212372,0.356590884,0.253204951,0.21914181,0.260035125,0.286064545,0.428240045,0.353550296,0.278095339,0.217797214,0.417158247,0.23243205,0.341718151,0.294050274,0.263620511
