province,year,month,mean_lights
Rizal,2018,8,0.16954552
Marinduque,2018,8,0.061478701
Mindoro Occidental,2018,8,0.089969572
Mindoro Oriental,2018,8,0.145297586
Palawan,2018,8,0.148878764
Romblon,2018,8,0.037652603
Guimaras,2018,9,0.22231138
Iloilo,2018,9,0.418985469
Biliran,2018,9,0.248566182
Leyte,2018,9,0.342856694
Saranggani,2018,9,0.167250705
South Cotabato,2018,9,0.588753169
Compostela,2018,9,0.170832266
Davao del Norte,2018,9,0.378732944
Zamboanga Sibugay,2018,9,0.229733924
Zamboanga Del Sur,2018,9,0.3156512
Dinagat,2018,9,0.329522337
Surigao Del Norte,2018,9,0.273926631
Maguindanao,2018,9,0.217383504
Shariff Kabunsuan,2018,9,0.21836787
Abra,2018,9,0.214669634
Apayao,2018,9,0.208369494
Benguet,2018,9,0.467605889
Ifugao,2018,9,0.211492236
Kalinga,2018,9,0.234294365
Mountain Province,2018,9,0.202574996
Metropolitan Manila,2018,9,18.34762608
Ilocos Norte,2018,9,0.299668379
Ilocos Sur,2018,9,0.325296324
La Union,2018,9,0.494322196
Pangasinan,2018,9,0.546260253
Batanes,2018,9,0.195654376
Cagayan,2018,9,0.234055983
Isabela,2018,9,0.291734532
Nueva Vizcaya,2018,9,0.228141443
Quirino,2018,9,0.211852882
Albay,2018,9,0.349698626
Camarines Norte,2018,9,0.276031432
Camarines Sur,2018,9,0.291746213
Catanduanes,2018,9,0.195054176
Masbate,2018,9,0.193779264
Sorsogon,2018,9,0.258508685
Aklan,2018,9,0.274453482
Antique,2018,9,0.293349036
Capiz,2018,9,0.249028791
Negros Occidental,2018,9,0.427439855
Bohol,2018,9,0.296285279
Cebu,2018,9,1.370583485
Negros Oriental,2018,9,0.304081572
Siquijor,2018,9,0.274699372
Eastern Samar,2018,9,0.189999442
Northern Samar,2018,9,0.211875464
Southern Leyte,2018,9,0.182126667
Samar,2018,9,0.185080368
Agusan Del Norte,2018,9,0.289271783
Agusan Del Sur,2018,9,0.150098326
Surigao Del Sur,2018,9,0.181236181
Lanao Del Sur,2018,9,0.195294557
Sulu,2018,9,0.188077671
Tawi-tawi,2018,9,0.202451808
Basilan,2018,9,0.168387391
Zamboanga Del Norte,2018,9,0.230989333
Bukidnon,2018,9,0.195837825
Camiguin,2018,9,0.221061703
Misamis Occidental,2018,9,0.277326528
Misamis Oriental,2018,9,0.565981511
Lanao Del Norte,2018,9,0.333365566
Davao Del Sur,2018,9,0.710376841
Davao Oriental,2018,9,0.129789126
North Cotabato,2018,9,0.196572481
Sultan Kudarat,2018,9,0.217660343
Bataan,2018,9,1.416939043
Bulacan,2018,9,1.222453519
Nueva Ecija,2018,9,0.430471857
Pampanga,2018,9,1.885295077
Tarlac,2018,9,0.638347943
Zambales,2018,9,0.364394382
Aurora,2018,9,0.200170057
Batangas,2018,9,1.353824681
Cavite,2018,9,3.650619089
Laguna,2018,9,2.287946787
Quezon,2018,9,0.345264255
Rizal,2018,9,1.627883435
Marinduque,2018,9,0.20555713
Mindoro Occidental,2018,9,0.181703265
Mindoro Oriental,2018,9,0.268146855
Palawan,2018,9,0.163420453
Romblon,2018,9,0.167662463
Guimaras,2018,10,0.3066125
Iloilo,2018,10,0.495510151
Biliran,2018,10,0.291659003
Leyte,2018,10,0.373644708
Saranggani,2018,10,0.208977315
South Cotabato,2018,10,0.673520005
Compostela,2018,10,0.221582765
Davao del Norte,2018,10,0.421738407
Zamboanga Sibugay,2018,10,0.1788867
Zamboanga Del Sur,2018,10,0.304294558
Dinagat,2018,10,0.317546372
Surigao Del Norte,2018,10,0.313306914
Maguindanao,2018,10,0.191532487
Shariff Kabunsuan,2018,10,0.209775516
Abra,2018,10,0.209570688
Apayao,2018,10,0.220121734
Benguet,2018,10,0.538300119
Ifugao,2018,10,0.231257708
Kalinga,2018,10,0.235706807
Mountain Province,2018,10,0.207967485
Metropolitan Manila,2018,10,19.67557567
Ilocos Norte,2018,10,0.334594644
Ilocos Sur,2018,10,0.392378759
La Union,2018,10,0.520722312
Pangasinan,2018,10,0.569479408
Batanes,2018,10,0.235335576
Cagayan,2018,10,0.290601085
Isabela,2018,10,0.316113833
Nueva Vizcaya,2018,10,0.257104816
Quirino,2018,10,0.244475943
Albay,2018,10,0.442863919
Camarines Norte,2018,10,0.29537094
Camarines Sur,2018,10,0.35903786
Catanduanes,2018,10,0.220486362
Masbate,2018,10,0.239576778
Sorsogon,2018,10,0.302405321
Aklan,2018,10,0.304863991
Antique,2018,10,0.289515102
Capiz,2018,10,0.295809455
Negros Occidental,2018,10,0.459563433
Bohol,2018,10,0.322600677
Cebu,2018,10,1.065615362
Negros Oriental,2018,10,0.286290015
Siquijor,2018,10,0.313285146
Eastern Samar,2018,10,0.195891768
Northern Samar,2018,10,0.21510715
Southern Leyte,2018,10,0.24023958
Samar,2018,10,0.197731627
Agusan Del Norte,2018,10,0.333754398
Agusan Del Sur,2018,10,0.166803702
Surigao Del Sur,2018,10,0.199564536
Lanao Del Sur,2018,10,0.203993509
Sulu,2018,10,0.182017607
Tawi-tawi,2018,10,0.204173383
Basilan,2018,10,0.187394114
Zamboanga Del Norte,2018,10,0.18845733
Bukidnon,2018,10,0.243285867
Camiguin,2018,10,0.258938259
Misamis Occidental,2018,10,0.241316402
Misamis Oriental,2018,10,0.645595165
Lanao Del Norte,2018,10,0.334956196
Davao Del Sur,2018,10,0.760425531
Davao Oriental,2018,10,0.175564677
North Cotabato,2018,10,0.200098066
Sultan Kudarat,2018,10,0.196306747
Bataan,2018,10,1.198460453
Bulacan,2018,10,1.289342884
Nueva Ecija,2018,10,0.425786533
Pampanga,2018,10,2.036946698
Tarlac,2018,10,0.655551189
Zambales,2018,10,0.37975293
Aurora,2018,10,0.201145281
Batangas,2018,10,1.230075147
Cavite,2018,10,3.608651992
Laguna,2018,10,2.275285816
Quezon,2018,10,0.327813746
Rizal,2018,10,1.596281216
Marinduque,2018,10,0.235556207
Mindoro Occidental,2018,10,0.190624176
Mindoro Oriental,2018,10,0.258308917
Palawan,2018,10,0.184817958
Romblon,2018,10,0.225046008
Guimaras,2018,11,0.240191567
Iloilo,2018,11,0.420806103
Biliran,2018,11,0.22307025
Leyte,2018,11,0.296561201
Saranggani,2018,11,0.189926846
South Cotabato,2018,11,0.638744792
Compostela,2018,11,0.201584725
Davao del Norte,2018,11,0.372011428
Zamboanga Sibugay,2018,11,0.136255999
Zamboanga Del Sur,2018,11,0.268789994
Dinagat,2018,11,0.221766016
Surigao Del Norte,2018,11,0.185791517
Maguindanao,2018,11,0.137600252
Shariff Kabunsuan,2018,11,0.175039518
Abra,2018,11,0.153552453
Apayao,2018,11,0.12801028
Benguet,2018,11,0.555496833
Ifugao,2018,11,0.183279083
Kalinga,2018,11,0.16070412
Mountain Province,2018,11,0.144892279
Metropolitan Manila,2018,11,21.78307362
Ilocos Norte,2018,11,0.275544588
Ilocos Sur,2018,11,0.351223252
La Union,2018,11,0.512243646
Pangasinan,2018,11,0.595511425
Batanes,2018,11,0.194386259
Cagayan,2018,11,0.211054204
Isabela,2018,11,0.234235597
Nueva Vizcaya,2018,11,0.201668529
Quirino,2018,11,0.155553041
Albay,2018,11,0.34610628
Camarines Norte,2018,11,0.230975453
Camarines Sur,2018,11,0.286575581
Catanduanes,2018,11,0.1618638
Masbate,2018,11,0.179488192
Sorsogon,2018,11,0.230969879
Aklan,2018,11,0.25044045
Antique,2018,11,0.228754867
Capiz,2018,11,0.217724088
Negros Occidental,2018,11,0.37202555
Bohol,2018,11,0.242625718
Cebu,2018,11,1.078038663
Negros Oriental,2018,11,0.217775019
Siquijor,2018,11,0.247406528
Eastern Samar,2018,11,0.149646327
Northern Samar,2018,11,0.165019599
Southern Leyte,2018,11,0.160878493
Samar,2018,11,0.152693933
Agusan Del Norte,2018,11,0.22626533
Agusan Del Sur,2018,11,0.12497057
Surigao Del Sur,2018,11,0.134271593
Lanao Del Sur,2018,11,0.145714861
Sulu,2018,11,0.135386959
Tawi-tawi,2018,11,0.165133046
Basilan,2018,11,0.133855305
Zamboanga Del Norte,2018,11,0.145576006
Bukidnon,2018,11,0.206486265
Camiguin,2018,11,0.181210193
Misamis Occidental,2018,11,0.187823504
Misamis Oriental,2018,11,0.603407619
Lanao Del Norte,2018,11,0.283446329
Davao Del Sur,2018,11,0.731339426
Davao Oriental,2018,11,0.141628715
North Cotabato,2018,11,0.147699325
Sultan Kudarat,2018,11,0.148776387
Bataan,2018,11,1.338759747
Bulacan,2018,11,1.311750718
Nueva Ecija,2018,11,0.404554607
Pampanga,2018,11,2.109274667
Tarlac,2018,11,0.666072212
Zambales,2018,11,0.358117785
Aurora,2018,11,0.157645267
Batangas,2018,11,1.199685282
Cavite,2018,11,3.781836905
Laguna,2018,11,2.073792147
Quezon,2018,11,0.276925748
Rizal,2018,11,1.65567499
Marinduque,2018,11,0.174954362
Mindoro Occidental,2018,11,0.152521159
Mindoro Oriental,2018,11,0.219299877
Palawan,2018,11,0.133802196
Romblon,2018,11,0.162967328
Guimaras,2018,12,0.209887239
Iloilo,2018,12,0.37547628
Biliran,2018,12,0.179752119
Leyte,2018,12,0.253463559
Saranggani,2018,12,0.140572382
South Cotabato,2018,12,0.657746196
Compostela,2018,12,0.180219315
Davao del Norte,2018,12,0.356758287
Zamboanga Sibugay,2018,12,0.109757902
Zamboanga Del Sur,2018,12,0.222373622
Dinagat,2018,12,0.17386254
Surigao Del Norte,2018,12,0.187945318
Maguindanao,2018,12,0.112878695
Shariff Kabunsuan,2018,12,0.154954824
Abra,2018,12,0.098620296
Apayao,2018,12,0.078519279
Benguet,2018,12,0.502891297
Ifugao,2018,12,0.090194096
Kalinga,2018,12,0.099488703
Mountain Province,2018,12,0.098294721
Metropolitan Manila,2018,12,21.66904299
Ilocos Norte,2018,12,0.25108979
Ilocos Sur,2018,12,0.308731178
La Union,2018,12,0.473947958
Pangasinan,2018,12,0.589685666
Batanes,2018,12,0.082776661
Cagayan,2018,12,0.149248636
Isabela,2018,12,0.174857882
Nueva Vizcaya,2018,12,0.132210269
Quirino,2018,12,0.098535984
Albay,2018,12,0.293151615
Camarines Norte,2018,12,0.162163526
Camarines Sur,2018,12,0.233666754
Catanduanes,2018,12,0.092805814
Masbate,2018,12,0.099667268
Sorsogon,2018,12,0.163390642
Aklan,2018,12,0.225658693
Antique,2018,12,0.207752493
Capiz,2018,12,0.190762147
Negros Occidental,2018,12,0.341194475
Bohol,2018,12,0.20029038
Cebu,2018,12,1.073165307
Negros Oriental,2018,12,0.173974716
Siquijor,2018,12,0.206495969
Eastern Samar,2018,12,0.099212094
Northern Samar,2018,12,0.100218384
Southern Leyte,2018,12,0.138176862
Samar,2018,12,0.096204272
Agusan Del Norte,2018,12,0.2421219
Agusan Del Sur,2018,12,0.095970351
Surigao Del Sur,2018,12,0.119142863
Lanao Del Sur,2018,12,0.115921792
Sulu,2018,12,0.077113647
Tawi-tawi,2018,12,0.127944112
Basilan,2018,12,0.091624127
Zamboanga Del Norte,2018,12,0.106754825
Bukidnon,2018,12,0.179397325
Camiguin,2018,12,0.124938456
Misamis Occidental,2018,12,0.156194087
Misamis Oriental,2018,12,0.610644954
Lanao Del Norte,2018,12,0.247029856
Davao Del Sur,2018,12,0.699557804
Davao Oriental,2018,12,0.104187364
North Cotabato,2018,12,0.129859034
Sultan Kudarat,2018,12,0.113223341
Bataan,2018,12,1.303379357
Bulacan,2018,12,1.344898374
Nueva Ecija,2018,12,0.371617314
Pampanga,2018,12,2.493989327
Tarlac,2018,12,0.663668597
Zambales,2018,12,0.329608221
Aurora,2018,12,0.08604349
Batangas,2018,12,1.166978497
Cavite,2018,12,3.906332619
Laguna,2018,12,2.023569421
Quezon,2018,12,0.210360336
Rizal,2018,12,1.663477897
Marinduque,2018,12,0.119787776
Mindoro Occidental,2018,12,0.116886529
Mindoro Oriental,2018,12,0.152378893
Palawan,2018,12,0.082680198
Romblon,2018,12,0.10519906
Guimaras,2019,1,0.19154285
Iloilo,2019,1,0.393148264
Biliran,2019,1,0.168148407
Leyte,2019,1,0.211272101
Saranggani,2019,1,0.140527133
South Cotabato,2019,1,0.596867946
Compostela,2019,1,0.140671673
Davao del Norte,2019,1,0.329031224
Zamboanga Sibugay,2019,1,0.09268307
Zamboanga Del Sur,2019,1,0.221150679
Dinagat,2019,1,0.144368929
Surigao Del Norte,2019,1,0.145458562
Maguindanao,2019,1,0.113651645
Shariff Kabunsuan,2019,1,0.171429295
Abra,2019,1,0.073915192
Apayao,2019,1,0.032945091
Benguet,2019,1,0.485339945
Ifugao,2019,1,0.062768463
Kalinga,2019,1,0.055672219
Mountain Province,2019,1,0.046991569
Metropolitan Manila,2019,1,20.78794993
Ilocos Norte,2019,1,0.208426682
Ilocos Sur,2019,1,0.263953086
La Union,2019,1,0.423420472
Pangasinan,2019,1,0.533271881
Batanes,2019,1,0.049422996
Cagayan,2019,1,0.106499231
Isabela,2019,1,0.148548741
Nueva Vizcaya,2019,1,0.113459389
Quirino,2019,1,0.067610679
Albay,2019,1,0.286824382
Camarines Norte,2019,1,0.1358438
Camarines Sur,2019,1,0.231256934
Catanduanes,2019,1,0.094511089
Masbate,2019,1,0.098764228
Sorsogon,2019,1,0.153380704
Aklan,2019,1,0.220240742
Antique,2019,1,0.185447505
Capiz,2019,1,0.183282365
Negros Occidental,2019,1,0.373799178
Bohol,2019,1,0.193028852
Cebu,2019,1,1.010473277
Negros Oriental,2019,1,0.1826335
Siquijor,2019,1,0.189770501
Eastern Samar,2019,1,0.074938968
Northern Samar,2019,1,0.080328881
Southern Leyte,2019,1,0.092075652
Samar,2019,1,0.065531029
Agusan Del Norte,2019,1,0.186897454
Agusan Del Sur,2019,1,0.064382666
Surigao Del Sur,2019,1,0.077495631
Lanao Del Sur,2019,1,0.108814284
Sulu,2019,1,0.054333185
Tawi-tawi,2019,1,0.059247754
Basilan,2019,1,0.078218431
Zamboanga Del Norte,2019,1,0.078220098
Bukidnon,2019,1,0.16567743
Camiguin,2019,1,0.121419978
Misamis Occidental,2019,1,0.130611112
Misamis Oriental,2019,1,0.586254232
Lanao Del Norte,2019,1,0.24958666
Davao Del Sur,2019,1,0.654019751
Davao Oriental,2019,1,0.082174586
North Cotabato,2019,1,0.124954271
Sultan Kudarat,2019,1,0.121576878
Bataan,2019,1,1.249666706
Bulacan,2019,1,1.214209616
Nueva Ecija,2019,1,0.331287673
Pampanga,2019,1,2.243308227
Tarlac,2019,1,0.621261605
Zambales,2019,1,0.388837245
Aurora,2019,1,0.059257124
Batangas,2019,1,1.106881012
Cavite,2019,1,3.649869371
Laguna,2019,1,1.970571021
Quezon,2019,1,0.185230924
Rizal,2019,1,1.621008267
Marinduque,2019,1,0.085337708
Mindoro Occidental,2019,1,0.098546012
Mindoro Oriental,2019,1,0.114338149
Palawan,2019,1,0.049265933
Romblon,2019,1,0.068753716
Guimaras,2019,2,0.259588941
Iloilo,2019,2,0.448446752
Biliran,2019,2,0.204233652
Leyte,2019,2,0.298104864
Saranggani,2019,2,0.2565523
South Cotabato,2019,2,0.701915443
Compostela,2019,2,0.253945275
Davao del Norte,2019,2,0.447933415
Zamboanga Sibugay,2019,2,0.192179432
Zamboanga Del Sur,2019,2,0.321236728
Dinagat,2019,2,0.214539348
Surigao Del Norte,2019,2,0.196950208
Maguindanao,2019,2,0.225984021
Shariff Kabunsuan,2019,2,0.251292981
Abra,2019,2,0.145544268
Apayao,2019,2,0.060882928
Benguet,2019,2,0.641698394
Ifugao,2019,2,0.093018326
Kalinga,2019,2,0.097016172
Mountain Province,2019,2,0.160783217
Metropolitan Manila,2019,2,22.22752958
Ilocos Norte,2019,2,0.303637663
Ilocos Sur,2019,2,0.310653163
La Union,2019,2,0.463487681
Pangasinan,2019,2,0.577545691
Batanes,2019,2,0.089289638
Cagayan,2019,2,0.163292808
Isabela,2019,2,0.197141734
Nueva Vizcaya,2019,2,0.149508398
Quirino,2019,2,0.101902708
Albay,2019,2,0.336532755
Camarines Norte,2019,2,0.181000913
Camarines Sur,2019,2,0.269064963
Catanduanes,2019,2,0.117720686
Masbate,2019,2,0.149702671
Sorsogon,2019,2,0.193326775
Aklan,2019,2,0.265310031
Antique,2019,2,0.364970989
Capiz,2019,2,0.206011275
Negros Occidental,2019,2,0.382698604
Bohol,2019,2,0.250840344
Cebu,2019,2,1.022744446
Negros Oriental,2019,2,0.260037525
Siquijor,2019,2,0.247844153
Eastern Samar,2019,2,0.126674255
Northern Samar,2019,2,0.130350562
Southern Leyte,2019,2,0.17767293
Samar,2019,2,0.128027328
Agusan Del Norte,2019,2,0.279418495
Agusan Del Sur,2019,2,0.180223027
Surigao Del Sur,2019,2,0.172599106
Lanao Del Sur,2019,2,0.196429618
Sulu,2019,2,0.142039721
Tawi-tawi,2019,2,0.19638052
Basilan,2019,2,0.17828487
Zamboanga Del Norte,2019,2,0.185588362
Bukidnon,2019,2,0.272097379
Camiguin,2019,2,0.187420974
Misamis Occidental,2019,2,0.210582645
Misamis Oriental,2019,2,0.640820288
Lanao Del Norte,2019,2,0.324768507
Davao Del Sur,2019,2,0.755956489
Davao Oriental,2019,2,0.189160028
North Cotabato,2019,2,0.23631043
Sultan Kudarat,2019,2,0.220352474
Bataan,2019,2,1.27278746
Bulacan,2019,2,1.38891728
Nueva Ecija,2019,2,0.391956658
Pampanga,2019,2,2.279912019
Tarlac,2019,2,0.700579451
Zambales,2019,2,0.384421512
Aurora,2019,2,0.096757835
Batangas,2019,2,1.287574252
Cavite,2019,2,4.078317697
Laguna,2019,2,2.272477375
Quezon,2019,2,0.239356619
Rizal,2019,2,1.774274185
Marinduque,2019,2,0.133152208
Mindoro Occidental,2019,2,0.173004976
Mindoro Oriental,2019,2,0.172730961
Palawan,2019,2,0.142929317
Romblon,2019,2,0.130214037
Guimaras,2019,3,0.311811952
Iloilo,2019,3,0.565959043
Biliran,2019,3,0.276800707
Leyte,2019,3,0.387730105
Saranggani,2019,3,0.280511233
South Cotabato,2019,3,0.717148038
Compostela,2019,3,0.301167279
Davao del Norte,2019,3,0.503801489
Zamboanga Sibugay,2019,3,0.210444664
Zamboanga Del Sur,2019,3,0.337995558
Dinagat,2019,3,0.294813463
Surigao Del Norte,2019,3,0.293984656
Maguindanao,2019,3,0.218760884
Shariff Kabunsuan,2019,3,0.263908233
Abra,2019,3,0.203301645
Apayao,2019,3,0.131969048
Benguet,2019,3,0.695603423
Ifugao,2019,3,0.206034684
Kalinga,2019,3,0.232017012
Mountain Province,2019,3,0.281099655
Metropolitan Manila,2019,3,21.30464437
Ilocos Norte,2019,3,0.345161566
Ilocos Sur,2019,3,0.356792431
La Union,2019,3,0.511896594
Pangasinan,2019,3,0.621845058
Batanes,2019,3,0.152906097
Cagayan,2019,3,0.218016961
Isabela,2019,3,0.252077246
Nueva Vizcaya,2019,3,0.256161755
Quirino,2019,3,0.151726186
Albay,2019,3,0.426342776
Camarines Norte,2019,3,0.253814385
Camarines Sur,2019,3,0.330786774
Catanduanes,2019,3,0.161457606
Masbate,2019,3,0.216169057
Sorsogon,2019,3,0.272620772
Aklan,2019,3,0.321254046
Antique,2019,3,0.414573485
Capiz,2019,3,0.289688989
Negros Occidental,2019,3,0.481602645
Bohol,2019,3,0.319809958
Cebu,2019,3,1.257924407
Negros Oriental,2019,3,0.293850567
Siquijor,2019,3,0.326894902
Eastern Samar,2019,3,0.173357821
Northern Samar,2019,3,0.19056896
Southern Leyte,2019,3,0.225444969
Samar,2019,3,0.175026523
Agusan Del Norte,2019,3,0.382452378
Agusan Del Sur,2019,3,0.230630216
Surigao Del Sur,2019,3,0.239571056
Lanao Del Sur,2019,3,0.227884956
Sulu,2019,3,0.188438237
Tawi-tawi,2019,3,0.233688873
Basilan,2019,3,0.221566937
Zamboanga Del Norte,2019,3,0.223043735
Bukidnon,2019,3,0.300246341
Camiguin,2019,3,0.232041196
Misamis Occidental,2019,3,0.239821499
Misamis Oriental,2019,3,0.715846625
Lanao Del Norte,2019,3,0.358098024
Davao Del Sur,2019,3,0.810223248
Davao Oriental,2019,3,0.240552498
North Cotabato,2019,3,0.256773641
Sultan Kudarat,2019,3,0.236558001
Bataan,2019,3,1.274763689
Bulacan,2019,3,1.379955833
Nueva Ecija,2019,3,0.433079065
Pampanga,2019,3,2.222207574
Tarlac,2019,3,0.777935907
Zambales,2019,3,0.376734564
Aurora,2019,3,0.138186034
Batangas,2019,3,1.385929007
Cavite,2019,3,4.145064158
Laguna,2019,3,2.488737994
Quezon,2019,3,0.30410966
Rizal,2019,3,1.81852394
Marinduque,2019,3,0.197917136
Mindoro Occidental,2019,3,0.193988974
Mindoro Oriental,2019,3,0.259100871
Palawan,2019,3,0.159121762
Romblon,2019,3,0.185134992
Guimaras,2019,4,0.410511823
Iloilo,2019,4,0.634982575
Biliran,2019,4,0.335212631
Leyte,2019,4,0.464502381
Saranggani,2019,4,0.310479386
South Cotabato,2019,4,0.690188975
Compostela,2019,4,0.303632354
Davao del Norte,2019,4,0.494633186
Zamboanga Sibugay,2019,4,0.297881259
Zamboanga Del Sur,2019,4,0.433061608
Dinagat,2019,4,0.377033168
Surigao Del Norte,2019,4,0.324259528
Maguindanao,2019,4,0.32254778
Shariff Kabunsuan,2019,4,0.332708887
Abra,2019,4,0.228049246
Apayao,2019,4,0.217127345
Benguet,2019,4,0.599356086
Ifugao,2019,4,0.236857477
Kalinga,2019,4,0.236012915
Mountain Province,2019,4,0.205188787
Metropolitan Manila,2019,4,22.11405565
Ilocos Norte,2019,4,0.379112549
Ilocos Sur,2019,4,0.429173576
La Union,2019,4,0.596278542
Pangasinan,2019,4,0.693655833
Batanes,2019,4,0.220590594
Cagayan,2019,4,0.28924618
Isabela,2019,4,0.330325678
Nueva Vizcaya,2019,4,0.275823994
Quirino,2019,4,0.234439694
Albay,2019,4,0.487941922
Camarines Norte,2019,4,0.326479645
Camarines Sur,2019,4,0.401655198
Catanduanes,2019,4,0.249014351
Masbate,2019,4,0.300903307
Sorsogon,2019,4,0.364997294
Aklan,2019,4,0.401251376
Antique,2019,4,0.480064422
Capiz,2019,4,0.384118493
Negros Occidental,2019,4,0.601312575
Bohol,2019,4,0.409675314
Cebu,2019,4,1.349215633
Negros Oriental,2019,4,0.414310328
Siquijor,2019,4,0.42134903
Eastern Samar,2019,4,0.266995224
Northern Samar,2019,4,0.277189034
Southern Leyte,2019,4,0.305481606
Samar,2019,4,0.255726031
Agusan Del Norte,2019,4,0.377678775
Agusan Del Sur,2019,4,0.245800361
Surigao Del Sur,2019,4,0.264915869
Lanao Del Sur,2019,4,0.290886794
Sulu,2019,4,0.290785645
Tawi-tawi,2019,4,0.322581271
Basilan,2019,4,0.331902143
Zamboanga Del Norte,2019,4,0.300284828
Bukidnon,2019,4,0.335160508
Camiguin,2019,4,0.306638452
Misamis Occidental,2019,4,0.321623058
Misamis Oriental,2019,4,0.759415237
Lanao Del Norte,2019,4,0.414622438
Davao Del Sur,2019,4,0.823357087
Davao Oriental,2019,4,0.246218576
North Cotabato,2019,4,0.302997628
Sultan Kudarat,2019,4,0.305609682
Bataan,2019,4,1.421991919
Bulacan,2019,4,1.526697092
Nueva Ecija,2019,4,0.558441789
Pampanga,2019,4,2.360808104
Tarlac,2019,4,0.859172121
Zambales,2019,4,0.481487651
Aurora,2019,4,0.219976076
Batangas,2019,4,1.521928368
Cavite,2019,4,4.368258991
Laguna,2019,4,2.606359525
Quezon,2019,4,0.36717394
Rizal,2019,4,1.908063593
Marinduque,2019,4,0.274997421
Mindoro Occidental,2019,4,0.291120809
Mindoro Oriental,2019,4,0.344121303
Palawan,2019,4,0.278902141
Romblon,2019,4,0.276886582
Guimaras,2019,5,0.414140882
Iloilo,2019,5,0.608461743
Biliran,2019,5,0.365253554
Leyte,2019,5,0.453155162
Saranggani,2019,5,0.300786601
South Cotabato,2019,5,0.72670611
Compostela,2019,5,0.310709829
Davao del Norte,2019,5,0.494280721
Zamboanga Sibugay,2019,5,0.278441724
Zamboanga Del Sur,2019,5,0.413691014
Dinagat,2019,5,0.388379351
Surigao Del Norte,2019,5,0.376396387
Maguindanao,2019,5,0.293994453
Shariff Kabunsuan,2019,5,0.303376636
Abra,2019,5,0.271045022
Apayao,2019,5,0.251690513
Benguet,2019,5,0.594549583
Ifugao,2019,5,0.247578464
Kalinga,2019,5,0.255682581
Mountain Province,2019,5,0.24765982
Metropolitan Manila,2019,5,20.76201089
Ilocos Norte,2019,5,0.407033322
Ilocos Sur,2019,5,0.457923807
La Union,2019,5,0.614496394
Pangasinan,2019,5,0.686163623
Batanes,2019,5,0.28201007
Cagayan,2019,5,0.309966559
Isabela,2019,5,0.340165957
Nueva Vizcaya,2019,5,0.26977282
Quirino,2019,5,0.215116929
Albay,2019,5,0.497115468
Camarines Norte,2019,5,0.337010777
Camarines Sur,2019,5,0.416737958
Catanduanes,2019,5,0.25895933
Masbate,2019,5,0.292948175
Sorsogon,2019,5,0.373023778
Aklan,2019,5,0.410669715
Antique,2019,5,0.383623777
Capiz,2019,5,0.364153974
Negros Occidental,2019,5,0.552767051
Bohol,2019,5,0.41356765
Cebu,2019,5,1.297549096
Negros Oriental,2019,5,0.380679628
Siquijor,2019,5,0.423601184
Eastern Samar,2019,5,0.268898991
Northern Samar,2019,5,0.282753461
Southern Leyte,2019,5,0.300864231
Samar,2019,5,0.271883857
Agusan Del Norte,2019,5,0.424396739
Agusan Del Sur,2019,5,0.263478865
Surigao Del Sur,2019,5,0.276701954
Lanao Del Sur,2019,5,0.298857705
Sulu,2019,5,0.255050432
Tawi-tawi,2019,5,0.28241081
Basilan,2019,5,0.274952981
Zamboanga Del Norte,2019,5,0.279133189
Bukidnon,2019,5,0.323169267
Camiguin,2019,5,0.298041394
Misamis Occidental,2019,5,0.316320617
Misamis Oriental,2019,5,0.786851577
Lanao Del Norte,2019,5,0.434544557
Davao Del Sur,2019,5,0.760964781
Davao Oriental,2019,5,0.2570173
North Cotabato,2019,5,0.280437159
Sultan Kudarat,2019,5,0.292086198
Bataan,2019,5,1.648022384
Bulacan,2019,5,1.546367872
Nueva Ecija,2019,5,0.529546014
Pampanga,2019,5,2.361535516
Tarlac,2019,5,0.797253448
Zambales,2019,5,0.458555581
Aurora,2019,5,0.226184252
Batangas,2019,5,1.374416112
Cavite,2019,5,4.260515811
Laguna,2019,5,2.384297426
Quezon,2019,5,0.370850626
Rizal,2019,5,1.716238307
Marinduque,2019,5,0.309639065
Mindoro Occidental,2019,5,0.247400994
Mindoro Oriental,2019,5,0.322036227
Palawan,2019,5,0.274411332
Romblon,2019,5,0.285402128
Guimaras,2019,6,0.434686498
Iloilo,2019,6,0.668165365
Biliran,2019,6,0.367731078
Leyte,2019,6,0.461947981
Saranggani,2019,6,0.270542119
South Cotabato,2019,6,0.724781467
Compostela,2019,6,0.27882707
Davao del Norte,2019,6,0.447257628
Zamboanga Sibugay,2019,6,0.076491301
Zamboanga Del Sur,2019,6,0.264889075
Dinagat,2019,6,0.36262799
Surigao Del Norte,2019,6,0.388404263
Maguindanao,2019,6,0.257777865
Shariff Kabunsuan,2019,6,0.234407131
Abra,2019,6,0.205625391
Apayao,2019,6,0.1866426
Benguet,2019,6,0.562827126
Ifugao,2019,6,0.231754642
Kalinga,2019,6,0.219606699
Mountain Province,2019,6,0.20309076
Metropolitan Manila,2019,6,20.74654527
Ilocos Norte,2019,6,0.330904617
Ilocos Sur,2019,6,0.395312515
La Union,2019,6,0.601000465
Pangasinan,2019,6,0.607051303
Batanes,2019,6,0.214319692
Cagayan,2019,6,0.271778904
Isabela,2019,6,0.312188865
Nueva Vizcaya,2019,6,0.271202718
Quirino,2019,6,0.226298723
Albay,2019,6,0.480165557
Camarines Norte,2019,6,0.349343891
Camarines Sur,2019,6,0.414323305
Catanduanes,2019,6,0.273980328
