province,year,month,mean_lights
Nueva Vizcaya,2013,10,0.132026963
Quirino,2013,10,0.141189435
Albay,2013,10,0.214533712
Camarines Norte,2013,10,0.12423627
Camarines Sur,2013,10,0.168547733
Catanduanes,2013,10,0.057306529
Masbate,2013,10,0.061978834
Sorsogon,2013,10,0.098986136
Aklan,2013,10,0.055256292
Antique,2013,10,0.054185066
Capiz,2013,10,0.062044705
Negros Occidental,2013,10,0.208513925
Bohol,2013,10,0.073342535
Cebu,2013,10,0.878129856
Negros Oriental,2013,10,0.087676763
Siquijor,2013,10,0.077645385
Eastern Samar,2013,10,0.040402942
Northern Samar,2013,10,0.045722423
Southern Leyte,2013,10,0.069044685
Samar,2013,10,0.059801257
Agusan Del Norte,2013,10,0.209761683
Agusan Del Sur,2013,10,0.023136296
Surigao Del Sur,2013,10,0.043560525
Lanao Del Sur,2013,10,0.113717415
Sulu,2013,10,0.025847801
Tawi-tawi,2013,10,-0.002353217
Basilan,2013,10,0.043516696
Zamboanga Del Norte,2013,10,0.023312396
Bukidnon,2013,10,0.100711546
Camiguin,2013,10,0.110338201
Misamis Occidental,2013,10,0.030698045
Misamis Oriental,2013,10,0.522995946
Lanao Del Norte,2013,10,0.131536033
Davao Del Sur,2013,10,0.118182384
Davao Oriental,2013,10,-0.011016433
North Cotabato,2013,10,0.09961738
Sultan Kudarat,2013,10,0.093610405
Bataan,2013,10,0.759786476
Bulacan,2013,10,0.684648426
Nueva Ecija,2013,10,0.150279404
Pampanga,2013,10,1.291611819
Tarlac,2013,10,0.363035055
Zambales,2013,10,0.23394
Aurora,2013,10,0.069316409
Batangas,2013,10,0.715899047
Cavite,2013,10,1.913707334
Laguna,2013,10,1.371749439
Quezon,2013,10,0.130811683
Rizal,2013,10,0.914014843
Marinduque,2013,10,0.070724887
Mindoro Occidental,2013,10,0.05360889
Mindoro Oriental,2013,10,0.081840062
Palawan,2013,10,0.045608051
Romblon,2013,10,0.019111393
Guimaras,2013,11,0.053519738
Iloilo,2013,11,0.144745044
Biliran,2013,11,0.012075378
Leyte,2013,11,0.022157073
Saranggani,2013,11,0.034282747
South Cotabato,2013,11,0.296081704
Compostela,2013,11,0.047918426
Davao del Norte,2013,11,0.180100195
Zamboanga Sibugay,2013,11,0.003363896
Zamboanga Del Sur,2013,11,0.038552059
Dinagat,2013,11,0.054908021
Surigao Del Norte,2013,11,0.099198768
Maguindanao,2013,11,0.047055773
Shariff Kabunsuan,2013,11,0.062818681
Abra,2013,11,0.012534948
Apayao,2013,11,0.045674143
Benguet,2013,11,0.376493793
Ifugao,2013,11,0.036751507
Kalinga,2013,11,0.044533693
Mountain Province,2013,11,0.019649354
Metropolitan Manila,2013,11,14.10307168
Ilocos Norte,2013,11,0.129848847
Ilocos Sur,2013,11,0.141345051
La Union,2013,11,0.276933941
Pangasinan,2013,11,0.261813103
Batanes,2013,11,0.047361141
Cagayan,2013,11,0.066374214
Isabela,2013,11,0.083456018
Nueva Vizcaya,2013,11,0.048746978
Quirino,2013,11,0.0518266
Albay,2013,11,0.093687783
Camarines Norte,2013,11,0.04983309
Camarines Sur,2013,11,0.09742092
Catanduanes,2013,11,0.016351046
Masbate,2013,11,0.017509329
Sorsogon,2013,11,0.046233276
Aklan,2013,11,0.063414564
Antique,2013,11,0.034388659
Capiz,2013,11,0.035334781
Negros Occidental,2013,11,0.170496191
Bohol,2013,11,0.026402659
Cebu,2013,11,0.657495857
Negros Oriental,2013,11,0.041553244
Siquijor,2013,11,0.054727082
Eastern Samar,2013,11,-0.007065408
Northern Samar,2013,11,4.96E-04
Southern Leyte,2013,11,0.024591167
Samar,2013,11,-0.004367692
Agusan Del Norte,2013,11,0.088631945
Agusan Del Sur,2013,11,0.011939688
Surigao Del Sur,2013,11,0.038071016
Lanao Del Sur,2013,11,0.029553493
Sulu,2013,11,0.037610801
Tawi-tawi,2013,11,0.026556919
Basilan,2013,11,0.009766154
Zamboanga Del Norte,2013,11,0.004628718
Bukidnon,2013,11,0.061920004
Camiguin,2013,11,0.036106928
Misamis Occidental,2013,11,0.032966929
Misamis Oriental,2013,11,0.453361042
Lanao Del Norte,2013,11,0.098219873
Davao Del Sur,2013,11,0.499401126
Davao Oriental,2013,11,0.016305486
North Cotabato,2013,11,0.040095043
Sultan Kudarat,2013,11,0.033184907
Bataan,2013,11,0.838160476
Bulacan,2013,11,0.735807449
Nueva Ecija,2013,11,0.139434675
Pampanga,2013,11,1.510031947
Tarlac,2013,11,0.400834291
Zambales,2013,11,0.153932874
Aurora,2013,11,0.030791567
Batangas,2013,11,0.697499628
Cavite,2013,11,2.19109754
Laguna,2013,11,1.305054353
Quezon,2013,11,0.092939197
Rizal,2013,11,0.996633406
Marinduque,2013,11,0.031260254
Mindoro Occidental,2013,11,0.014026623
Mindoro Oriental,2013,11,0.062288507
Palawan,2013,11,0.005424254
Romblon,2013,11,0.016165012
Guimaras,2013,12,0.068261969
Iloilo,2013,12,0.100837597
Biliran,2013,12,-0.065592014
Leyte,2013,12,-0.032752114
Saranggani,2013,12,-0.009807758
South Cotabato,2013,12,0.295665809
Compostela,2013,12,-0.002542533
Davao del Norte,2013,12,0.139033498
Zamboanga Sibugay,2013,12,0.021778823
Zamboanga Del Sur,2013,12,0.118495492
Dinagat,2013,12,0.005124038
Surigao Del Norte,2013,12,0.052847873
Maguindanao,2013,12,-0.010519761
Shariff Kabunsuan,2013,12,-2.31E-04
Abra,2013,12,-0.071822534
Apayao,2013,12,-0.040694356
Benguet,2013,12,0.297301751
Ifugao,2013,12,-0.045912257
Kalinga,2013,12,-0.051866531
Mountain Province,2013,12,-0.066549859
Metropolitan Manila,2013,12,16.56967544
Ilocos Norte,2013,12,0.062965525
Ilocos Sur,2013,12,0.081149568
La Union,2013,12,0.212180513
Pangasinan,2013,12,0.228905163
Batanes,2013,12,-0.054783164
Cagayan,2013,12,-0.01808874
Isabela,2013,12,0.002230786
Nueva Vizcaya,2013,12,-0.018322555
Quirino,2013,12,-0.02876486
Albay,2013,12,0.076401528
Camarines Norte,2013,12,-0.017584017
Camarines Sur,2013,12,0.018300279
Catanduanes,2013,12,-0.047744746
Masbate,2013,12,-0.02609772
Sorsogon,2013,12,-0.011415172
Aklan,2013,12,-0.041882902
Antique,2013,12,-0.004928232
Capiz,2013,12,-0.061587505
Negros Occidental,2013,12,0.160783115
Bohol,2013,12,0.009072852
Cebu,2013,12,0.785983812
Negros Oriental,2013,12,0.047834607
Siquijor,2013,12,0.028098671
Eastern Samar,2013,12,-0.081507763
Northern Samar,2013,12,-0.071469223
Southern Leyte,2013,12,-0.006771226
Samar,2013,12,-0.081165006
Agusan Del Norte,2013,12,0.042437159
Agusan Del Sur,2013,12,-0.034750444
Surigao Del Sur,2013,12,-0.017126003
Lanao Del Sur,2013,12,-0.051960423
Sulu,2013,12,-0.001598809
Tawi-tawi,2013,12,-0.030439113
Basilan,2013,12,0.014937486
Zamboanga Del Norte,2013,12,-0.003491163
Bukidnon,2013,12,0.037161742
Camiguin,2013,12,-0.03133028
Misamis Occidental,2013,12,0.049294097
Misamis Oriental,2013,12,0.420823289
Lanao Del Norte,2013,12,0.049605561
Davao Del Sur,2013,12,0.484648106
Davao Oriental,2013,12,-0.032311795
North Cotabato,2013,12,-0.0205716
Sultan Kudarat,2013,12,-0.006666764
Bataan,2013,12,0.839101011
Bulacan,2013,12,0.716495304
Nueva Ecija,2013,12,0.094017999
Pampanga,2013,12,1.802254556
Tarlac,2013,12,0.401698143
Zambales,2013,12,0.126214428
Aurora,2013,12,-0.056760886
Batangas,2013,12,0.71298447
Cavite,2013,12,2.393317577
Laguna,2013,12,1.328242999
Quezon,2013,12,0.02613311
Rizal,2013,12,0.991226861
Marinduque,2013,12,-0.024385766
Mindoro Occidental,2013,12,-0.055896394
Mindoro Oriental,2013,12,-0.019259424
Palawan,2013,12,-0.056026727
Romblon,2013,12,-0.053083669
Guimaras,2014,1,0.06091525
Iloilo,2014,1,0.230789994
Biliran,2014,1,0.024246596
Leyte,2014,1,0.043319592
Saranggani,2014,1,0.028604024
South Cotabato,2014,1,0.302450087
Compostela,2014,1,0.041087226
Davao del Norte,2014,1,0.192130451
Zamboanga Sibugay,2014,1,0.022870906
Zamboanga Del Sur,2014,1,0.134791929
Dinagat,2014,1,0.057146546
Surigao Del Norte,2014,1,0.118054535
Maguindanao,2014,1,0.025074173
Shariff Kabunsuan,2014,1,0.046516487
Abra,2014,1,-0.011058241
Apayao,2014,1,-0.028542599
Benguet,2014,1,0.369776116
Ifugao,2014,1,9.42E-04
Kalinga,2014,1,-0.021314537
Mountain Province,2014,1,-0.021915313
Metropolitan Manila,2014,1,16.65569801
Ilocos Norte,2014,1,0.124324089
Ilocos Sur,2014,1,0.12911545
La Union,2014,1,0.241800864
Pangasinan,2014,1,0.290500319
Batanes,2014,1,-0.028945295
Cagayan,2014,1,0.009384301
Isabela,2014,1,0.040820794
Nueva Vizcaya,2014,1,0.04861752
Quirino,2014,1,0.012051747
Albay,2014,1,0.110595883
Camarines Norte,2014,1,0.028543253
Camarines Sur,2014,1,0.065999262
Catanduanes,2014,1,-0.023132787
Masbate,2014,1,-0.010229598
Sorsogon,2014,1,0.001254764
Aklan,2014,1,0.052552257
Antique,2014,1,0.056287002
Capiz,2014,1,0.016916863
Negros Occidental,2014,1,0.220294271
Bohol,2014,1,0.083489377
Cebu,2014,1,0.852718017
Negros Oriental,2014,1,0.088076684
Siquijor,2014,1,0.069212024
Eastern Samar,2014,1,-0.005350847
Northern Samar,2014,1,-0.01701883
Southern Leyte,2014,1,0.045747834
Samar,2014,1,-0.008303603
Agusan Del Norte,2014,1,0.112478242
Agusan Del Sur,2014,1,0.021174598
Surigao Del Sur,2014,1,0.051091688
Lanao Del Sur,2014,1,0.008062036
Sulu,2014,1,-0.012354465
Tawi-tawi,2014,1,-0.010106984
Basilan,2014,1,0.002303436
Zamboanga Del Norte,2014,1,0.017051832
Bukidnon,2014,1,0.073648776
Camiguin,2014,1,0.050729147
Misamis Occidental,2014,1,0.058192913
Misamis Oriental,2014,1,0.336387052
Lanao Del Norte,2014,1,0.11308632
Davao Del Sur,2014,1,0.487473242
Davao Oriental,2014,1,0.007753045
North Cotabato,2014,1,0.027576794
Sultan Kudarat,2014,1,0.022073763
Bataan,2014,1,0.916714869
Bulacan,2014,1,0.765748289
Nueva Ecija,2014,1,0.169567461
Pampanga,2014,1,1.685544562
Tarlac,2014,1,0.473970135
Zambales,2014,1,0.291790882
Aurora,2014,1,-0.014743379
Batangas,2014,1,0.847117917
Cavite,2014,1,2.313038332
Laguna,2014,1,1.534381872
Quezon,2014,1,0.085221152
Rizal,2014,1,1.058474431
Marinduque,2014,1,0.014311529
Mindoro Occidental,2014,1,0.06671441
Mindoro Oriental,2014,1,0.035159391
Palawan,2014,1,-0.011442314
Romblon,2014,1,-0.01977865
Guimaras,2014,2,0.046404987
Iloilo,2014,2,0.221725869
Biliran,2014,2,0.055856699
Leyte,2014,2,0.046785004
Saranggani,2014,2,0.026504281
South Cotabato,2014,2,0.356732336
Compostela,2014,2,0.043735368
Davao del Norte,2014,2,0.193181977
Zamboanga Sibugay,2014,2,0.021147387
Zamboanga Del Sur,2014,2,0.142114653
Dinagat,2014,2,0.020208598
Surigao Del Norte,2014,2,0.064850295
Maguindanao,2014,2,0.011846578
Shariff Kabunsuan,2014,2,0.028979386
Abra,2014,2,0.00969128
Apayao,2014,2,-0.030841304
Benguet,2014,2,0.457629265
Ifugao,2014,2,-0.003737196
Kalinga,2014,2,-0.00428702
Mountain Province,2014,2,0.001570897
Metropolitan Manila,2014,2,18.49250365
Ilocos Norte,2014,2,0.12239977
Ilocos Sur,2014,2,0.123550941
La Union,2014,2,0.241866458
Pangasinan,2014,2,0.318901672
Batanes,2014,2,0.024328243
Cagayan,2014,2,0.026466932
Isabela,2014,2,0.058416257
Nueva Vizcaya,2014,2,0.053674029
Quirino,2014,2,0.026471166
Albay,2014,2,0.176088831
Camarines Norte,2014,2,0.048308234
Camarines Sur,2014,2,0.108292238
Catanduanes,2014,2,0.002271873
Masbate,2014,2,0.016752789
Sorsogon,2014,2,0.064962182
Aklan,2014,2,0.080870353
Antique,2014,2,0.080231749
Capiz,2014,2,0.03883731
Negros Occidental,2014,2,0.231823161
Bohol,2014,2,0.070976142
Cebu,2014,2,0.897081531
Negros Oriental,2014,2,0.100770275
Siquijor,2014,2,0.05670215
Eastern Samar,2014,2,0.010739285
Northern Samar,2014,2,0.009436691
Southern Leyte,2014,2,0.037709907
Samar,2014,2,0.020252138
Agusan Del Norte,2014,2,0.06121926
Agusan Del Sur,2014,2,-0.013913838
Surigao Del Sur,2014,2,0.015304707
Lanao Del Sur,2014,2,0.001341583
Sulu,2014,2,0.011887236
Tawi-tawi,2014,2,0.018031429
Basilan,2014,2,0.019697761
Zamboanga Del Norte,2014,2,0.022049027
Bukidnon,2014,2,0.064955174
Camiguin,2014,2,0.005173371
Misamis Occidental,2014,2,0.051844384
Misamis Oriental,2014,2,0.409753647
Lanao Del Norte,2014,2,0.121014884
Davao Del Sur,2014,2,0.511137792
Davao Oriental,2014,2,-0.005319276
North Cotabato,2014,2,0.026805431
Sultan Kudarat,2014,2,0.024386338
Bataan,2014,2,0.882895265
Bulacan,2014,2,0.870794452
Nueva Ecija,2014,2,0.186098282
Pampanga,2014,2,1.551028787
Tarlac,2014,2,0.469002326
Zambales,2014,2,0.199017986
Aurora,2014,2,-0.00145131
Batangas,2014,2,0.893356275
Cavite,2014,2,2.49547005
Laguna,2014,2,1.629324599
Quezon,2014,2,0.090054714
Rizal,2014,2,1.186500551
Marinduque,2014,2,0.038439589
Mindoro Occidental,2014,2,0.024665689
Mindoro Oriental,2014,2,0.044472946
Palawan,2014,2,-0.015307248
Romblon,2014,2,-9.38E-04
Guimaras,2014,3,0.074479086
Iloilo,2014,3,0.275525335
Biliran,2014,3,0.082384738
Leyte,2014,3,0.087485803
Saranggani,2014,3,0.122176741
South Cotabato,2014,3,0.412590761
Compostela,2014,3,0.075991831
Davao del Norte,2014,3,0.212770921
Zamboanga Sibugay,2014,3,0.053037483
Zamboanga Del Sur,2014,3,0.163564961
Dinagat,2014,3,0.086452241
Surigao Del Norte,2014,3,0.114515135
Maguindanao,2014,3,0.067929973
Shariff Kabunsuan,2014,3,0.084460964
Abra,2014,3,0.01398845
Apayao,2014,3,0.004119418
Benguet,2014,3,0.428246918
Ifugao,2014,3,0.058888682
Kalinga,2014,3,0.018346132
Mountain Province,2014,3,0.022209979
Metropolitan Manila,2014,3,16.71901107
Ilocos Norte,2014,3,0.138297379
Ilocos Sur,2014,3,0.14144258
La Union,2014,3,0.260283031
Pangasinan,2014,3,0.341459366
Batanes,2014,3,0.01774987
Cagayan,2014,3,0.054850814
Isabela,2014,3,0.085299277
Nueva Vizcaya,2014,3,0.067533146
Quirino,2014,3,0.069120668
Albay,2014,3,0.177771384
Camarines Norte,2014,3,0.062507953
Camarines Sur,2014,3,0.115840922
Catanduanes,2014,3,0.020970456
Masbate,2014,3,0.043912489
Sorsogon,2014,3,0.07748891
Aklan,2014,3,0.117247448
Antique,2014,3,0.14123997
Capiz,2014,3,0.066866642
Negros Occidental,2014,3,0.272423653
Bohol,2014,3,0.097986859
Cebu,2014,3,0.951766409
Negros Oriental,2014,3,0.1371767
Siquijor,2014,3,0.106062603
Eastern Samar,2014,3,0.038419828
Northern Samar,2014,3,0.025118487
Southern Leyte,2014,3,0.077184912
Samar,2014,3,0.019379947
Agusan Del Norte,2014,3,0.113094302
Agusan Del Sur,2014,3,0.036577231
Surigao Del Sur,2014,3,0.063531754
Lanao Del Sur,2014,3,0.037339072
Sulu,2014,3,0.071892356
Tawi-tawi,2014,3,0.049697729
Basilan,2014,3,0.049020079
Zamboanga Del Norte,2014,3,0.056962369
Bukidnon,2014,3,0.106036665
Camiguin,2014,3,0.041820366
Misamis Occidental,2014,3,0.056667335
Misamis Oriental,2014,3,0.463673674
Lanao Del Norte,2014,3,0.136579645
Davao Del Sur,2014,3,0.542561039
Davao Oriental,2014,3,0.047884558
North Cotabato,2014,3,0.084044056
Sultan Kudarat,2014,3,0.099088624
Bataan,2014,3,0.915325994
Bulacan,2014,3,0.869576492
Nueva Ecija,2014,3,0.234462051
Pampanga,2014,3,1.598118035
Tarlac,2014,3,0.530856829
Zambales,2014,3,0.209393527
Aurora,2014,3,0.019448851
Batangas,2014,3,0.920520081
Cavite,2014,3,2.464159784
Laguna,2014,3,1.618728853
Quezon,2014,3,0.120120073
Rizal,2014,3,1.207202927
Marinduque,2014,3,0.053435475
Mindoro Occidental,2014,3,0.069697437
Mindoro Oriental,2014,3,0.102361097
Palawan,2014,3,0.025708599
Romblon,2014,3,0.018941343
Guimaras,2014,4,0.22178444
Iloilo,2014,4,0.383789439
Biliran,2014,4,0.204921707
Leyte,2014,4,0.217183092
Saranggani,2014,4,0.160978323
South Cotabato,2014,4,0.47435974
Compostela,2014,4,0.178657374
Davao del Norte,2014,4,0.333476622
Zamboanga Sibugay,2014,4,0.182079182
Zamboanga Del Sur,2014,4,0.273673311
Dinagat,2014,4,0.208205539
Surigao Del Norte,2014,4,0.236554199
Maguindanao,2014,4,0.163646366
Shariff Kabunsuan,2014,4,0.176929601
Abra,2014,4,0.179253715
Apayao,2014,4,0.159155608
Benguet,2014,4,0.479968429
Ifugao,2014,4,0.165702153
Kalinga,2014,4,0.175055621
Mountain Province,2014,4,0.151173532
Metropolitan Manila,2014,4,16.92736779
Ilocos Norte,2014,4,0.294201632
Ilocos Sur,2014,4,0.290103676
La Union,2014,4,0.377030337
Pangasinan,2014,4,0.395496578
Batanes,2014,4,0.17999709
Cagayan,2014,4,0.196073752
Isabela,2014,4,0.196291313
Nueva Vizcaya,2014,4,0.195444932
Quirino,2014,4,0.162006008
Albay,2014,4,0.303268734
Camarines Norte,2014,4,0.207959143
Camarines Sur,2014,4,0.244165524
Catanduanes,2014,4,0.152258141
Masbate,2014,4,0.188088345
Sorsogon,2014,4,0.217646725
Aklan,2014,4,0.239570471
Antique,2014,4,0.297021148
Capiz,2014,4,0.213432431
Negros Occidental,2014,4,0.383673326
Bohol,2014,4,0.220539265
Cebu,2014,4,1.111464648
Negros Oriental,2014,4,0.271000768
Siquijor,2014,4,0.237475825
Eastern Samar,2014,4,0.161234903
Northern Samar,2014,4,0.161999833
Southern Leyte,2014,4,0.194837148
Samar,2014,4,0.165415095
Agusan Del Norte,2014,4,0.236581639
Agusan Del Sur,2014,4,0.138699384
Surigao Del Sur,2014,4,0.173065099
Lanao Del Sur,2014,4,0.133960147
Sulu,2014,4,0.165311228
Tawi-tawi,2014,4,0.123572515
Basilan,2014,4,0.159378297
Zamboanga Del Norte,2014,4,0.177794652
Bukidnon,2014,4,0.211277481
Camiguin,2014,4,0.166629928
Misamis Occidental,2014,4,0.185700209
Misamis Oriental,2014,4,0.624410568
Lanao Del Norte,2014,4,0.258938814
Davao Del Sur,2014,4,0.687005593
Davao Oriental,2014,4,0.142958895
North Cotabato,2014,4,0.167925296
Sultan Kudarat,2014,4,0.169655225
Bataan,2014,4,0.95369929
Bulacan,2014,4,1.019122622
Nueva Ecija,2014,4,0.321516818
Pampanga,2014,4,1.615460256
Tarlac,2014,4,0.569356094
Zambales,2014,4,0.312180368
Aurora,2014,4,0.151882489
Batangas,2014,4,1.025519802
Cavite,2014,4,2.416047102
Laguna,2014,4,1.731915746
Quezon,2014,4,0.255607365
Rizal,2014,4,1.252217884
Marinduque,2014,4,0.191838026
Mindoro Occidental,2014,4,0.185261884
Mindoro Oriental,2014,4,0.222458521
Palawan,2014,4,0.165527528
Romblon,2014,4,0.165358392
Guimaras,2014,5,0.1166561
Iloilo,2014,5,0.264869538
Biliran,2014,5,0.122692194
Leyte,2014,5,0.148398458
Saranggani,2014,5,0.105031317
South Cotabato,2014,5,0.430530328
Compostela,2014,5,0.157533179
Davao del Norte,2014,5,0.305461851
Zamboanga Sibugay,2014,5,0.123290807
Zamboanga Del Sur,2014,5,0.26956921
Dinagat,2014,5,0.186990865
Surigao Del Norte,2014,5,0.191862011
Maguindanao,2014,5,0.129611738
Shariff Kabunsuan,2014,5,0.135030398
Abra,2014,5,0.086008327
Apayao,2014,5,0.086825779
Benguet,2014,5,0.423273964
Ifugao,2014,5,0.072459825
Kalinga,2014,5,0.07589297
Mountain Province,2014,5,0.070995025
Metropolitan Manila,2014,5,18.10672074
Ilocos Norte,2014,5,0.193075373
Ilocos Sur,2014,5,0.220132753
La Union,2014,5,0.362943455
Pangasinan,2014,5,0.36990572
Batanes,2014,5,-0.00380603
Cagayan,2014,5,0.11412679
Isabela,2014,5,0.141691159
Nueva Vizcaya,2014,5,0.101527786
Quirino,2014,5,0.079467576
Albay,2014,5,0.240647825
Camarines Norte,2014,5,0.153384756
Camarines Sur,2014,5,0.180025018
Catanduanes,2014,5,0.082702365
Masbate,2014,5,0.087458863
Sorsogon,2014,5,0.14967287
Aklan,2014,5,0.167337225
Antique,2014,5,0.128792876
Capiz,2014,5,0.100398246
Negros Occidental,2014,5,0.276065107
Bohol,2014,5,0.164159048
Cebu,2014,5,0.95644316
Negros Oriental,2014,5,0.165030337
Siquijor,2014,5,0.15551043
Eastern Samar,2014,5,0.051996961
Northern Samar,2014,5,0.062255083
Southern Leyte,2014,5,0.110270218
Samar,2014,5,0.056642254
Agusan Del Norte,2014,5,0.195041957
Agusan Del Sur,2014,5,0.115085662
Surigao Del Sur,2014,5,0.141027036
Lanao Del Sur,2014,5,0.116059648
Sulu,2014,5,0.10212829
Tawi-tawi,2014,5,0.055276241
Basilan,2014,5,0.119720644
Zamboanga Del Norte,2014,5,0.107859341
Bukidnon,2014,5,0.183185359
Camiguin,2014,5,0.094615333
Misamis Occidental,2014,5,0.177262675
Misamis Oriental,2014,5,0.591011048
Lanao Del Norte,2014,5,0.267149622
Davao Del Sur,2014,5,0.602597018
Davao Oriental,2014,5,0.106737488
North Cotabato,2014,5,0.145427054
Sultan Kudarat,2014,5,0.121047352
Bataan,2014,5,1.196134196
Bulacan,2014,5,0.914625875
Nueva Ecija,2014,5,0.235581594
Pampanga,2014,5,1.592495174
Tarlac,2014,5,0.536193047
Zambales,2014,5,0.282991243
Aurora,2014,5,0.067121047
Batangas,2014,5,1.006384108
Cavite,2014,5,2.652904064
Laguna,2014,5,1.787680764
Quezon,2014,5,0.186511802
Rizal,2014,5,1.233141244
Marinduque,2014,5,0.12472915
Mindoro Occidental,2014,5,0.077293397
Mindoro Oriental,2014,5,0.153451582
Palawan,2014,5,0.08781
Romblon,2014,5,0.083447858
Guimaras,2014,6,0.138077885
Iloilo,2014,6,0.2459697
Biliran,2014,6,0.104126704
Leyte,2014,6,0.114016983
Saranggani,2014,6,0.0554138
South Cotabato,2014,6,0.342140078
Compostela,2014,6,0.085112435
Davao del Norte,2014,6,0.19648515
Zamboanga Sibugay,2014,6,0.077746864
Zamboanga Del Sur,2014,6,0.188692994
Dinagat,2014,6,0.080787819
Surigao Del Norte,2014,6,0.126128825
Maguindanao,2014,6,0.032574418
Shariff Kabunsuan,2014,6,0.041607586
Abra,2014,6,0.023045422
Apayao,2014,6,0.02350377
Benguet,2014,6,0.288138908
Ifugao,2014,6,0.021226819
Kalinga,2014,6,0.00880599
Mountain Province,2014,6,0.00784791
Metropolitan Manila,2014,6,17.09343268
Ilocos Norte,2014,6,0.136982249
Ilocos Sur,2014,6,0.130909566
La Union,2014,6,0.259278648
Pangasinan,2014,6,0.301333018
Batanes,2014,6,0.013732876
Cagayan,2014,6,0.042284696
Isabela,2014,6,0.081388108
Nueva Vizcaya,2014,6,0.054363527
Quirino,2014,6,0.062831753
Albay,2014,6,0.20031295
Camarines Norte,2014,6,0.085520158
Camarines Sur,2014,6,0.109835918
Catanduanes,2014,6,0.036525315
Masbate,2014,6,0.050313694
Sorsogon,2014,6,0.094416362
Aklan,2014,6,0.10813627
Antique,2014,6,0.105536196
Capiz,2014,6,0.098469102
Negros Occidental,2014,6,0.233211465
Bohol,2014,6,0.145612244
Cebu,2014,6,0.920233197
Negros Oriental,2014,6,0.113749594
Siquijor,2014,6,0.141035782
Eastern Samar,2014,6,0.007803457
Northern Samar,2014,6,0.046758265
Southern Leyte,2014,6,0.071257291
Samar,2014,6,0.023989448
Agusan Del Norte,2014,6,0.128055064
Agusan Del Sur,2014,6,0.042642114
Surigao Del Sur,2014,6,0.053811778
Lanao Del Sur,2014,6,0.060245947
Sulu,2014,6,0.022886535
Tawi-tawi,2014,6,-0.03069764
Basilan,2014,6,0.036606097
Zamboanga Del Norte,2014,6,0.072841895
Bukidnon,2014,6,0.111423135
Camiguin,2014,6,0.075584332
Misamis Occidental,2014,6,0.092819821
Misamis Oriental,2014,6,0.442528587
Lanao Del Norte,2014,6,0.17740215
Davao Del Sur,2014,6,0.502030524
Davao Oriental,2014,6,0.04674512
North Cotabato,2014,6,0.065793907
Sultan Kudarat,2014,6,0.03405993
Bataan,2014,6,0.868765088
Bulacan,2014,6,0.852993101
Nueva Ecija,2014,6,0.210842152
Pampanga,2014,6,1.660979275
Tarlac,2014,6,0.461104644
Zambales,2014,6,0.171953238
Aurora,2014,6,0.030647195
Batangas,2014,6,0.967342082
Cavite,2014,6,2.554423633
Laguna,2014,6,1.573204038
Quezon,2014,6,0.101844725
Rizal,2014,6,1.119656622
Marinduque,2014,6,0.037294934
Mindoro Occidental,2014,6,0.035754444
Mindoro Oriental,2014,6,0.047505607
Palawan,2014,6,0.016773882
Romblon,2014,6,0.017078885
Guimaras,2014,7,-0.047153629
Iloilo,2014,7,0.004002681
Biliran,2014,7,0.063744335
Leyte,2014,7,0.074517926
Saranggani,2014,7,0.034022006
South Cotabato,2014,7,0.372316876
Compostela,2014,7,0.078529454
Davao del Norte,2014,7,0.198504744
Zamboanga Sibugay,2014,7,-0.016024181
Zamboanga Del Sur,2014,7,0.046917224
Dinagat,2014,7,0.067956928
Surigao Del Norte,2014,7,0.091567593
Maguindanao,2014,7,0.011424765
Shariff Kabunsuan,2014,7,0.012216791
Abra,2014,7,0.019555788
Apayao,2014,7,5.90E-04
Benguet,2014,7,0.308748134
Ifugao,2014,7,0.015457008
Kalinga,2014,7,0.028072895
Mountain Province,2014,7,0.016767282
Metropolitan Manila,2014,7,16.14149567
Ilocos Norte,2014,7,0.09414129
Ilocos Sur,2014,7,0.118821922
La Union,2014,7,0.190257717
Pangasinan,2014,7,0.18207114
Batanes,2014,7,0.044152624
Cagayan,2014,7,0.046972418
Isabela,2014,7,0.067505703
Nueva Vizcaya,2014,7,0.019090755
Quirino,2014,7,0.013430949
Albay,2014,7,0.151698286
Camarines Norte,2014,7,0.122583333
Camarines Sur,2014,7,0.117777081
Catanduanes,2014,7,0.075282134
Masbate,2014,7,0.048073526
Sorsogon,2014,7,0.045708556
Aklan,2014,7,0.002824288
Antique,2014,7,0.014968776
Capiz,2014,7,-0.014763188
Negros Occidental,2014,7,0.061751632
Bohol,2014,7,0.030342431
Cebu,2014,7,0.456851703
Negros Oriental,2014,7,0.147263089
Siquijor,2014,7,0.032126093
Eastern Samar,2014,7,-0.012532872
Northern Samar,2014,7,0.022587593
Southern Leyte,2014,7,-0.012621617
Samar,2014,7,0.018422778
Agusan Del Norte,2014,7,0.09977066
Agusan Del Sur,2014,7,-0.015500671
Surigao Del Sur,2014,7,0.015943273
Lanao Del Sur,2014,7,-0.003815159
Sulu,2014,7,0.00406181
Tawi-tawi,2014,7,0.026305808
Basilan,2014,7,0.01655593
Zamboanga Del Norte,2014,7,-0.016302095
Bukidnon,2014,7,0.05383962
Camiguin,2014,7,0.012978664
Misamis Occidental,2014,7,0.015083369
Misamis Oriental,2014,7,0.499900245
Lanao Del Norte,2014,7,0.048489403
Davao Del Sur,2014,7,0.564057077
