province,year_month,exposure,year,month,mean_lights
Abra,,0.0,2012,4,0.189083948
Abra,,0.0,2012,5,0.114759897
Abra,2012-06,0.0,2012,6,-0.014488887
Abra,,0.0,2012,7,0.000209
Abra,2012-08,0.02059,2012,8,0.058052955
Abra,,0.0,2012,9,0.094752779
Abra,2012-10,0.0,2012,10,0.035790103
Abra,,0.0,2012,11,-0.089074389
Abra,2012-12,0.0,2012,12,-0.133006922
Abra,2013-01,0.0,2013,1,-0.044947745
Abra,,0.0,2013,2,0.093359366
Abra,,0.0,2013,3,0.078958501
Abra,,0.0,2013,4,0.101263884
Abra,,0.0,2013,5,0.092213351
Abra,2013-06,0.0,2013,6,0.074605504
Abra,2013-07,0.0,2013,7,-0.049860072
Abra,2013-08,0.0,2013,8,0.063264831
Abra,2013-09,0.0,2013,9,0.073145544
Abra,2013-10,0.0,2013,10,0.120101132
Abra,2013-11,0.0,2013,11,0.012534948
Abra,,0.0,2013,12,-0.071822534
Abra,2014-01,0.0,2014,1,-0.011058241
Abra,2014-02,0.0,2014,2,0.00969128
Abra,,0.0,2014,3,0.01398845
Abra,,0.0,2014,4,0.179253715
Abra,,0.0,2014,5,0.086008327
Abra,,0.0,2014,6,0.023045422
Abra,2014-07,0.0,2014,7,0.019555788
Abra,,0.0,2014,8,0.10784928
Abra,2014-09,0.24713,2014,9,0.074330061
Abra,,0.0,2014,10,0.022213482
Abra,,0.0,2014,11,-0.179934501
Abra,2014-12,0.0,2014,12,-0.029679473
Abra,2015-01,0.0,2015,1,0.043530127
Abra,,0.0,2015,2,0.084148349
Abra,,0.0,2015,3,0.137669502
Abra,2015-04,0.0,2015,4,0.189951413
Abra,2015-05,0.0,2015,5,0.039098454
Abra,,0.0,2015,6,0.019635331
Abra,2015-07,0.02423,2015,7,0.020792596
Abra,2015-08,0.0,2015,8,0.045970198
Abra,,0.0,2015,9,0.005569917
Abra,2015-10,0.16422,2015,10,-0.021252338
Abra,,0.0,2015,11,0.003445978
Abra,2015-12,0.0,2015,12,-0.056224132
Abra,,0.0,2016,1,-0.134695327
Abra,,0.0,2016,2,-0.062634321
Abra,,0.0,2016,3,-0.00952265
Abra,,0.0,2016,4,0.160579251
Abra,,0.0,2016,5,0.162584565
Abra,,0.0,2016,6,-0.036865879
Abra,2016-07,0.15366,2016,7,-0.041381257
Abra,,0.0,2016,8,-0.039992735
Abra,2016-09,0.0,2016,9,0.015257922
Abra,2016-10,0.41827,2016,10,0.053670568
Abra,2016-11,0.0,2016,11,-0.073530852
Abra,2016-12,0.0,2016,12,-0.103531391
Abra,,0.0,2017,1,-0.007680825
Abra,,0.0,2017,2,0.12812412
Abra,,0.0,2017,3,0.222188398
Abra,,0.0,2017,4,0.346025191
Abra,,0.0,2017,5,0.426664471
Abra,,0.0,2017,6,0.185634733
Abra,,0.0,2017,7,0.091133426
Abra,2017-08,0.01735,2017,8,0.168808379
Abra,2017-09,0.0,2017,9,0.278731554
Abra,2017-10,0.00428,2017,10,0.299297606
Abra,2017-11,0.0,2017,11,0.166634541
Abra,2017-12,0.0,2017,12,0.083110067
Abra,2018-01,0.0,2018,1,0.143528847
Abra,2018-02,0.0,2018,2,0.198740168
Abra,,0.0,2018,3,0.263117824
Abra,,0.0,2018,4,0.334891585
Abra,,0.0,2018,5,0.289691884
Abra,,0.0,2018,6,0.227560668
Abra,,0.0,2018,7,0.052405713
Abra,,0.0,2018,8,0.013420473
Abra,2018-09,0.54369,2018,9,0.214669634
Abra,2018-10,0.09725,2018,10,0.209570688
Abra,2018-11,0.0,2018,11,0.153552453
Abra,,0.0,2018,12,0.098620296
Abra,,0.0,2019,1,0.073915192
Abra,,0.0,2019,2,0.145544268
Abra,,0.0,2019,3,0.203301645
Abra,,0.0,2019,4,0.228049246
Abra,,0.0,2019,5,0.271045022
Abra,,0.0,2019,6,0.205625391
Abra,2019-07,0.0,2019,7,0.124555962
Abra,2019-08,0.0,2019,8,0.152593294
Abra,,0.0,2019,9,0.190960623
Abra,,0.0,2019,10,0.215736758
Abra,2019-11,0.01012,2019,11,0.093169364
Abra,2019-12,0.0,2019,12,0.052112589
Abra,,0.0,2020,1,0.020472765
Abra,,0.0,2020,2,0.21157529
Abra,,0.0,2020,3,0.319484453
Abra,,0.0,2020,4,0.408777481
Abra,2020-05,0.00112,2020,5,0.273356223
Abra,,0.0,2020,6,0.214696294
Abra,,0.0,2020,7,0.249050298
Abra,,0.0,2020,8,0.167651371
Abra,,0.0,2020,9,0.256419637
Abra,2020-10,0.0,2020,10,0.182363007
Abra,2020-11,0.0,2020,11,0.196606973
Abra,,0.0,2020,12,0.193536488
Abra,,0.0,2021,1,0.178165197
Abra,,0.0,2021,2,0.193123292
Abra,,0.0,2021,3,0.269977766
Abra,,0.0,2021,4,0.422269383
Abra,,0.0,2021,5,0.327239164
Abra,2021-06,0.0,2021,6,0.302840408
Abra,,0.0,2021,7,0.239421932
Abra,,0.0,2021,8,0.207945425
Abra,2021-09,0.0,2021,9,0.303339794
Abra,2021-10,0.08242,2021,10,0.288258055
Abra,,0.0,2021,11,0.249442616
Abra,2021-12,0.0,2021,12,0.224591007
Abra,,0.0,2022,1,0.213980049
Abra,,0.0,2022,2,0.231190366
Abra,,0.0,2022,3,0.28198037
Abra,2022-04,0.0,2022,4,0.399522086
Abra,,0.0,2022,5,0.374945306
Abra,,0.0,2022,6,0.314753829
Abra,,0.0,2022,7,0.0
Abra,2022-08,0.08124,2022,8,0.252314235
Abra,2022-09,0.0,2022,9,0.294761386
Abra,2022-10,0.0,2022,10,0.295131923
Abra,,0.0,2022,11,0.230574792
Abra,,0.0,2022,12,0.234589143
Abra,,0.0,2023,1,0.286470785
Abra,,0.0,2023,2,0.310882904
Abra,,0.0,2023,3,0.37267047
Abra,,0.0,2023,4,0.521632823
Abra,,0.0,2023,5,0.431029406
Abra,,0.0,2023,6,0.347860924
Abra,2023-07,0.0,2023,7,0.263713186
Abra,2023-08,0.0,2023,8,0.387810663
Abra,,0.0,2023,9,0.439682705
Abra,,0.0,2023,10,0.375664422
Abra,,0.0,2023,11,0.376607504
Abra,2023-12,0.0,2023,12,0.235977726
Abra,,0.0,2024,1,0.254811155
Abra,,0.0,2024,2,0.305556085
Abra,,0.0,2024,3,0.338296481
Abra,,0.0,2024,4,0.484855255
Abra,2024-05,0.0,2024,5,0.387343636
Abra,,0.0,2024,6,0.278619092
Abra,,0.0,2024,7,0.307551174
Abra,,0.0,2024,8,0.398486197
Abra,2024-09,0.01427,2024,9,0.371965378
Abra,2024-10,0.14217,2024,10,0.378019011
Abra,2024-11,0.14566,2024,11,0.280654548
Abra,,0.0,2024,12,0.26558036
Agusan Del Norte,,0.0,2012,4,0.167331959
Agusan Del Norte,,0.0,2012,5,0.127737011
Agusan del Norte,2012-06,0.0,2012,6,-0.041506406
Agusan Del Norte,,0.0,2012,7,0.127272808
Agusan del Norte,2012-08,0.0,2012,8,-0.019452482
Agusan Del Norte,,0.0,2012,9,0.094080928
Agusan del Norte,2012-10,0.00084,2012,10,0.013461595
Agusan Del Norte,,0.0,2012,11,0.002279351
Agusan del Norte,2012-12,0.0,2012,12,0.003221808
Agusan del Norte,2013-01,0.0,2013,1,-0.017378549
Agusan Del Norte,,0.0,2013,2,0.180815632
Agusan Del Norte,,0.0,2013,3,0.231568481
Agusan Del Norte,,0.0,2013,4,0.205883612
Agusan Del Norte,,0.0,2013,5,0.184190903
Agusan del Norte,2013-06,0.0,2013,6,0.262387665
Agusan del Norte,2013-07,0.0,2013,7,0.168702564
Agusan del Norte,2013-08,0.0,2013,8,0.156680726
Agusan del Norte,2013-09,0.0,2013,9,0.098492408
Agusan del Norte,2013-10,0.0,2013,10,0.209761683
Agusan del Norte,2013-11,0.0,2013,11,0.088631945
Agusan Del Norte,,0.0,2013,12,0.042437159
Agusan del Norte,2014-01,0.0,2014,1,0.112478242
Agusan del Norte,2014-02,0.0,2014,2,0.06121926
Agusan Del Norte,,0.0,2014,3,0.113094302
Agusan Del Norte,,0.0,2014,4,0.236581639
Agusan Del Norte,,0.0,2014,5,0.195041957
Agusan Del Norte,,0.0,2014,6,0.128055064
Agusan del Norte,2014-07,0.0,2014,7,0.09977066
Agusan Del Norte,,0.0,2014,8,0.21215665
Agusan del Norte,2014-09,0.0,2014,9,0.212412014
Agusan Del Norte,,0.0,2014,10,0.074431744
Agusan Del Norte,,0.0,2014,11,-0.111127203
Agusan del Norte,2014-12,0.00196,2014,12,0.05567878
Agusan del Norte,2015-01,0.0,2015,1,0.144174906
Agusan Del Norte,,0.0,2015,2,0.187458592
Agusan Del Norte,,0.0,2015,3,0.181231885
Agusan del Norte,2015-04,0.0,2015,4,0.186630778
Agusan del Norte,2015-05,0.0,2015,5,0.184133435
Agusan Del Norte,,0.0,2015,6,0.250638704
Agusan del Norte,2015-07,0.0,2015,7,0.178930455
Agusan del Norte,2015-08,0.0,2015,8,0.154853466
Agusan Del Norte,,0.0,2015,9,0.166181372
Agusan del Norte,2015-10,0.0,2015,10,0.120919547
Agusan Del Norte,,0.0,2015,11,0.074281595
Agusan del Norte,2015-12,0.0,2015,12,0.109246153
Agusan Del Norte,,0.0,2016,1,0.016314883
Agusan Del Norte,,0.0,2016,2,0.022701278
Agusan Del Norte,,0.0,2016,3,0.094156445
Agusan Del Norte,,0.0,2016,4,0.283272507
Agusan Del Norte,,0.0,2016,5,0.316899275
Agusan Del Norte,,0.0,2016,6,0.155502104
Agusan del Norte,2016-07,0.0,2016,7,0.056789099
Agusan Del Norte,,0.0,2016,8,0.158767076
Agusan del Norte,2016-09,0.0,2016,9,0.167055273
Agusan del Norte,2016-10,0.0,2016,10,0.055133319
Agusan del Norte,2016-11,0.0,2016,11,0.000465
Agusan del Norte,2016-12,0.0,2016,12,0.118889598
Agusan Del Norte,,0.0,2017,1,0.103265077
Agusan Del Norte,,0.0,2017,2,0.250150986
Agusan Del Norte,,0.0,2017,3,0.485978268
Agusan Del Norte,,0.0,2017,4,0.570195077
Agusan Del Norte,,0.0,2017,5,0.487404546
Agusan Del Norte,,0.0,2017,6,0.342401217
Agusan Del Norte,,0.0,2017,7,0.042670111
Agusan del Norte,2017-08,0.0,2017,8,0.321975475
Agusan del Norte,2017-09,0.0,2017,9,0.429748835
Agusan del Norte,2017-10,0.0,2017,10,0.203862299
Agusan del Norte,2017-11,0.0,2017,11,0.34138662
Agusan del Norte,2017-12,0.01581,2017,12,0.266244741
Agusan del Norte,2018-01,0.0,2018,1,0.230408088
Agusan del Norte,2018-02,0.00056,2018,2,0.281926076
Agusan Del Norte,,0.0,2018,3,0.372578391
Agusan Del Norte,,0.0,2018,4,0.497987479
Agusan Del Norte,,0.0,2018,5,0.408237557
Agusan Del Norte,,0.0,2018,6,0.483984795
Agusan Del Norte,,0.0,2018,7,0.235959126
Agusan Del Norte,,0.0,2018,8,0.375662649
Agusan del Norte,2018-09,0.0,2018,9,0.289271783
Agusan del Norte,2018-10,0.0,2018,10,0.333754398
Agusan del Norte,2018-11,0.0,2018,11,0.22626533
Agusan Del Norte,,0.0,2018,12,0.2421219
Agusan Del Norte,,0.0,2019,1,0.186897454
Agusan Del Norte,,0.0,2019,2,0.279418495
Agusan Del Norte,,0.0,2019,3,0.382452378
Agusan Del Norte,,0.0,2019,4,0.377678775
Agusan Del Norte,,0.0,2019,5,0.424396739
Agusan Del Norte,,0.0,2019,6,0.418186484
Agusan del Norte,2019-07,0.0,2019,7,0.379086768
Agusan del Norte,2019-08,0.0,2019,8,0.391315237
Agusan Del Norte,,0.0,2019,9,0.353691959
Agusan Del Norte,,0.0,2019,10,0.375689722
Agusan del Norte,2019-11,0.0,2019,11,0.288631729
Agusan del Norte,2019-12,0.0,2019,12,0.274520945
Agusan Del Norte,,0.0,2020,1,0.183254356
Agusan Del Norte,,0.0,2020,2,0.420108539
Agusan Del Norte,,0.0,2020,3,0.519092187
Agusan Del Norte,,0.0,2020,4,0.612846664
Agusan del Norte,2020-05,0.0,2020,5,0.425191529
Agusan Del Norte,,0.0,2020,6,0.41301666
Agusan Del Norte,,0.0,2020,7,0.402436811
Agusan Del Norte,,0.0,2020,8,0.406313978
Agusan Del Norte,,0.0,2020,9,0.442391616
Agusan del Norte,2020-10,0.0,2020,10,0.166299445
Agusan del Norte,2020-11,0.0,2020,11,0.33100525
Agusan Del Norte,,0.0,2020,12,0.380330747
Agusan Del Norte,,0.0,2021,1,0.310134533
Agusan Del Norte,,0.0,2021,2,0.318068243
Agusan Del Norte,,0.0,2021,3,0.452610734
Agusan Del Norte,,0.0,2021,4,0.521146721
Agusan Del Norte,,0.0,2021,5,0.455182054
Agusan del Norte,2021-06,0.0,2021,6,0.430751913
Agusan Del Norte,,0.0,2021,7,0.411125928
Agusan Del Norte,,0.0,2021,8,0.439318534
Agusan del Norte,2021-09,0.0,2021,9,0.357928688
Agusan del Norte,2021-10,0.0,2021,10,0.641199241
Agusan Del Norte,,0.0,2021,11,0.44322252
Agusan del Norte,2021-12,0.0,2021,12,0.373985393
Agusan Del Norte,,0.0,2022,1,0.385703194
Agusan Del Norte,,0.0,2022,2,0.362850705
Agusan Del Norte,,0.0,2022,3,0.430832701
Agusan del Norte,2022-04,0.0,2022,4,0.532427192
Agusan Del Norte,,0.0,2022,5,0.587626992
Agusan Del Norte,,0.0,2022,6,0.532203682
Agusan Del Norte,,0.0,2022,7,0.021641054
Agusan del Norte,2022-08,0.0,2022,8,0.453548263
Agusan del Norte,2022-09,0.0,2022,9,0.0
Agusan del Norte,2022-10,0.0,2022,10,0.355903617
Agusan Del Norte,,0.0,2022,11,0.391196131
Agusan Del Norte,,0.0,2022,12,0.399899466
Agusan Del Norte,,0.0,2023,1,0.312373471
Agusan Del Norte,,0.0,2023,2,0.400049611
Agusan Del Norte,,0.0,2023,3,0.553205997
Agusan Del Norte,,0.0,2023,4,0.710796619
Agusan Del Norte,,0.0,2023,5,0.646207087
Agusan Del Norte,,0.0,2023,6,0.582367471
Agusan del Norte,2023-07,0.0,2023,7,0.071608455
Agusan del Norte,2023-08,0.0,2023,8,0.371418746
Agusan Del Norte,,0.0,2023,9,0.519821173
Agusan Del Norte,,0.0,2023,10,0.514366594
Agusan Del Norte,,0.0,2023,11,0.651965444
Agusan del Norte,2023-12,0.0,2023,12,0.427065175
Agusan Del Norte,,0.0,2024,1,0.36670457
Agusan Del Norte,,0.0,2024,2,0.493104248
Agusan Del Norte,,0.0,2024,3,0.562650183
Agusan Del Norte,,0.0,2024,4,0.666520867
Agusan del Norte,2024-05,0.0,2024,5,0.574898793
Agusan Del Norte,,0.0,2024,6,0.584678716
Agusan Del Norte,,0.0,2024,7,0.604914372
Agusan Del Norte,,0.0,2024,8,0.762743651
Agusan del Norte,2024-09,0.0,2024,9,0.202883893
Agusan del Norte,2024-10,0.0,2024,10,0.566165538
Agusan del Norte,2024-11,0.0,2024,11,0.510409205
Agusan Del Norte,,0.0,2024,12,0.574465791
Agusan Del Sur,,0.0,2012,4,0.102802144
Agusan Del Sur,,0.0,2012,5,0.088295902
Agusan del Sur,2012-06,0.0,2012,6,-0.072952449
Agusan Del Sur,,0.0,2012,7,0.053575375
Agusan del Sur,2012-08,0.0,2012,8,-0.016461127
Agusan Del Sur,,0.0,2012,9,0.054950835
Agusan del Sur,2012-10,0.00056,2012,10,0.029270021
Agusan Del Sur,,0.0,2012,11,-0.056438592
Agusan del Sur,2012-12,0.58521,2012,12,-0.073628707
Agusan del Sur,2013-01,0.0,2013,1,-0.076596108
Agusan Del Sur,,0.0,2013,2,0.119802971
Agusan Del Sur,,0.0,2013,3,0.142330462
Agusan Del Sur,,0.0,2013,4,0.123149921
Agusan Del Sur,,0.0,2013,5,0.077893486
Agusan del Sur,2013-06,0.0,2013,6,0.166123041
Agusan del Sur,2013-07,0.0,2013,7,0.114830298
Agusan del Sur,2013-08,0.0,2013,8,0.088990648
Agusan del Sur,2013-09,0.0,2013,9,0.03415035
Agusan del Sur,2013-10,0.0,2013,10,0.023136296
Agusan del Sur,2013-11,0.0,2013,11,0.011939688
Agusan Del Sur,,0.0,2013,12,-0.034750444
Agusan del Sur,2014-01,0.0,2014,1,0.021174598
Agusan del Sur,2014-02,0.0,2014,2,-0.013913838
Agusan Del Sur,,0.0,2014,3,0.036577231
Agusan Del Sur,,0.0,2014,4,0.138699384
Agusan Del Sur,,0.0,2014,5,0.115085662
Agusan Del Sur,,0.0,2014,6,0.042642114
Agusan del Sur,2014-07,0.0,2014,7,-0.015500671
Agusan Del Sur,,0.0,2014,8,0.109596323
Agusan del Sur,2014-09,0.0,2014,9,0.103312195
Agusan Del Sur,,0.0,2014,10,-0.03398348
Agusan Del Sur,,0.0,2014,11,-0.208561583
Agusan del Sur,2014-12,0.00196,2014,12,-0.049104689
Agusan del Sur,2015-01,0.0,2015,1,0.074644303
Agusan Del Sur,,0.0,2015,2,0.098940765
Agusan Del Sur,,0.0,2015,3,0.068800397
Agusan del Sur,2015-04,0.0,2015,4,0.045858047
Agusan del Sur,2015-05,0.0,2015,5,0.046633452
Agusan Del Sur,,0.0,2015,6,0.047499192
Agusan del Sur,2015-07,0.0,2015,7,0.057064286
Agusan del Sur,2015-08,0.0,2015,8,0.055242527
Agusan Del Sur,,0.0,2015,9,0.079599856
Agusan del Sur,2015-10,0.0,2015,10,0.024332545
Agusan Del Sur,,0.0,2015,11,-0.01301707
Agusan del Sur,2015-12,0.0,2015,12,-0.001315857
Agusan Del Sur,,0.0,2016,1,-0.109403975
Agusan Del Sur,,0.0,2016,2,-0.094126263
Agusan Del Sur,,0.0,2016,3,-0.036286527
Agusan Del Sur,,0.0,2016,4,0.153481428
Agusan Del Sur,,0.0,2016,5,0.191524327
Agusan Del Sur,,0.0,2016,6,0.033876652
Agusan del Sur,2016-07,0.0,2016,7,-0.05051058
Agusan Del Sur,,0.0,2016,8,0.021212296
Agusan del Sur,2016-09,0.0,2016,9,0.005830367
Agusan del Sur,2016-10,0.0,2016,10,-0.010181858
Agusan del Sur,2016-11,0.0,2016,11,-0.108572498
Agusan del Sur,2016-12,0.0,2016,12,-0.070940709
Agusan Del Sur,,0.0,2017,1,0.020620111
Agusan Del Sur,,0.0,2017,2,0.148206469
Agusan Del Sur,,0.0,2017,3,0.332553393
Agusan Del Sur,,0.0,2017,4,0.426333844
Agusan Del Sur,,0.0,2017,5,0.347690457
Agusan Del Sur,,0.0,2017,6,0.199201718
Agusan Del Sur,,0.0,2017,7,0.077842754
Agusan del Sur,2017-08,0.0,2017,8,0.20727198
Agusan del Sur,2017-09,0.0,2017,9,0.27765124
Agusan del Sur,2017-10,0.0,2017,10,0.188938674
Agusan del Sur,2017-11,0.0,2017,11,0.185491316
Agusan del Sur,2017-12,0.06908,2017,12,0.099851162
Agusan del Sur,2018-01,0.0,2018,1,0.0878327
Agusan del Sur,2018-02,0.00084,2018,2,0.13625571
Agusan Del Sur,,0.0,2018,3,0.251756517
Agusan Del Sur,,0.0,2018,4,0.373443529
Agusan Del Sur,,0.0,2018,5,0.252825603
Agusan Del Sur,,0.0,2018,6,0.28605857
Agusan Del Sur,,0.0,2018,7,0.18873582
Agusan Del Sur,,0.0,2018,8,0.230073386
Agusan del Sur,2018-09,0.0,2018,9,0.150098326
Agusan del Sur,2018-10,0.0,2018,10,0.166803702
Agusan del Sur,2018-11,0.0,2018,11,0.12497057
Agusan Del Sur,,0.0,2018,12,0.095970351
Agusan Del Sur,,0.0,2019,1,0.064382666
Agusan Del Sur,,0.0,2019,2,0.180223027
Agusan Del Sur,,0.0,2019,3,0.230630216
Agusan Del Sur,,0.0,2019,4,0.245800361
Agusan Del Sur,,0.0,2019,5,0.263478865
Agusan Del Sur,,0.0,2019,6,0.212788491
Agusan del Sur,2019-07,0.0,2019,7,0.18816368
Agusan del Sur,2019-08,0.0,2019,8,0.179904031
Agusan Del Sur,,0.0,2019,9,0.181841243
Agusan Del Sur,,0.0,2019,10,0.2075175
Agusan del Sur,2019-11,0.0,2019,11,0.134618881
Agusan del Sur,2019-12,0.0,2019,12,0.10554225
Agusan Del Sur,,0.0,2020,1,0.03321798
Agusan Del Sur,,0.0,2020,2,0.263815837
Agusan Del Sur,,0.0,2020,3,0.342585322
Agusan Del Sur,,0.0,2020,4,0.410417723
Agusan del Sur,2020-05,0.0,2020,5,0.276627549
Agusan Del Sur,,0.0,2020,6,0.26094937
Agusan Del Sur,,0.0,2020,7,0.252878648
Agusan Del Sur,,0.0,2020,8,0.230307482
Agusan Del Sur,,0.0,2020,9,0.289345183
Agusan del Sur,2020-10,0.0,2020,10,0.049691104
Agusan del Sur,2020-11,0.0,2020,11,0.179991553
Agusan Del Sur,,0.0,2020,12,0.197066157
Agusan Del Sur,,0.0,2021,1,0.123260945
Agusan Del Sur,,0.0,2021,2,0.149210523
Agusan Del Sur,,0.0,2021,3,0.275054709
Agusan Del Sur,,0.0,2021,4,0.338419847
Agusan Del Sur,,0.0,2021,5,0.330227626
Agusan del Sur,2021-06,0.0,2021,6,0.306434043
Agusan Del Sur,,0.0,2021,7,0.265144668
Agusan Del Sur,,0.0,2021,8,0.348735645
Agusan del Sur,2021-09,0.0,2021,9,0.191164423
Agusan del Sur,2021-10,0.0,2021,10,0.37950294
Agusan Del Sur,,0.0,2021,11,0.262569228
Agusan del Sur,2021-12,0.0,2021,12,0.215786481
Agusan Del Sur,,0.0,2022,1,0.210396324
Agusan Del Sur,,0.0,2022,2,0.190270251
Agusan Del Sur,,0.0,2022,3,0.276141993
Agusan del Sur,2022-04,0.0,2022,4,0.353501116
Agusan Del Sur,,0.0,2022,5,0.393417257
Agusan Del Sur,,0.0,2022,6,0.334813016
Agusan Del Sur,,0.0,2022,7,0.103777388
Agusan del Sur,2022-08,0.0,2022,8,0.312731334
Agusan del Sur,2022-09,0.0,2022,9,0.07225191
Agusan del Sur,2022-10,0.0,2022,10,0.205854814
Agusan Del Sur,,0.0,2022,11,0.184115555
Agusan Del Sur,,0.0,2022,12,0.204170028
Agusan Del Sur,,0.0,2023,1,0.172084601
Agusan Del Sur,,0.0,2023,2,0.248471909
Agusan Del Sur,,0.0,2023,3,0.352231387
Agusan Del Sur,,0.0,2023,4,0.488307791
Agusan Del Sur,,0.0,2023,5,0.438204159
Agusan Del Sur,,0.0,2023,6,0.378115469
Agusan del Sur,2023-07,0.0,2023,7,0.193708512
Agusan del Sur,2023-08,0.0,2023,8,0.282584677
Agusan Del Sur,,0.0,2023,9,0.357294742
Agusan Del Sur,,0.0,2023,10,0.31176069
Agusan Del Sur,,0.0,2023,11,0.397694083
Agusan del Sur,2023-12,0.0,2023,12,0.238128476
Agusan Del Sur,,0.0,2024,1,0.19819865
Agusan Del Sur,,0.0,2024,2,0.269781698
Agusan Del Sur,,0.0,2024,3,0.310871467
Agusan Del Sur,,0.0,2024,4,0.438894374
Agusan del Sur,2024-05,0.0,2024,5,0.315299707
Agusan Del Sur,,0.0,2024,6,0.398013284
Agusan Del Sur,,0.0,2024,7,0.411173169
Agusan Del Sur,,0.0,2024,8,0.491765062
Agusan del Sur,2024-09,0.0,2024,9,0.367046315
Agusan del Sur,2024-10,0.0,2024,10,0.352183307
Agusan del Sur,2024-11,0.0,2024,11,0.27901582
Agusan Del Sur,,0.0,2024,12,0.318165888
Aklan,,0.0,2012,4,0.221752805
Aklan,,0.0,2012,5,0.118477617
Aklan,2012-06,0.0,2012,6,-0.032447486
Aklan,,0.0,2012,7,-1.36e-05
Aklan,2012-08,0.0,2012,8,0.140924009
Aklan,,0.0,2012,9,0.031503903
Aklan,2012-10,0.00892,2012,10,0.020095271
Aklan,,0.0,2012,11,0.061341458
Aklan,2012-12,0.0026,2012,12,-0.028563522
Aklan,2013-01,0.0,2013,1,-0.008596432
Aklan,,0.0,2013,2,0.153193033
Aklan,,0.0,2013,3,0.192005011
Aklan,,0.0,2013,4,0.181787729
Aklan,,0.0,2013,5,0.242911794
Aklan,2013-06,0.0,2013,6,0.025325729
Aklan,2013-07,0.0,2013,7,0.017457132
Aklan,2013-08,0.0,2013,8,0.074558045
Aklan,2013-09,0.0,2013,9,0.077176013
Aklan,2013-10,0.0,2013,10,0.055256292
Aklan,2013-11,0.54369,2013,11,0.063414564
Aklan,,0.0,2013,12,-0.041882902
Aklan,2014-01,0.00056,2014,1,0.052552257
Aklan,2014-02,0.00028,2014,2,0.080870353
Aklan,,0.0,2014,3,0.117247448
Aklan,,0.0,2014,4,0.239570471
Aklan,,0.0,2014,5,0.167337225
Aklan,,0.0,2014,6,0.10813627
Aklan,2014-07,0.0,2014,7,0.002824288
Aklan,,0.0,2014,8,0.159867082
Aklan,2014-09,0.0,2014,9,0.098254986
Aklan,,0.0,2014,10,0.052594816
Aklan,,0.0,2014,11,-0.065810469
Aklan,2014-12,0.0,2014,12,0.069565894
Aklan,2015-01,0.0,2015,1,0.19640626
Aklan,,0.0,2015,2,0.166052614
Aklan,,0.0,2015,3,0.197257108
Aklan,2015-04,0.0,2015,4,0.210171877
Aklan,2015-05,0.0,2015,5,0.195575507
Aklan,,0.0,2015,6,0.166747501
Aklan,2015-07,0.0,2015,7,0.150166683
Aklan,2015-08,0.0,2015,8,0.176756031
Aklan,,0.0,2015,9,0.119217359
Aklan,2015-10,0.0,2015,10,0.113680964
Aklan,,0.0,2015,11,0.122167498
Aklan,2015-12,0.0,2015,12,0.081132526
Aklan,,0.0,2016,1,0.036896732
Aklan,,0.0,2016,2,0.028591775
Aklan,,0.0,2016,3,0.091578858
Aklan,,0.0,2016,4,0.259849712
Aklan,,0.0,2016,5,0.324650161
Aklan,,0.0,2016,6,0.100849566
Aklan,2016-07,0.0,2016,7,0.105274629
Aklan,,0.0,2016,8,0.13819425
Aklan,2016-09,0.0,2016,9,0.136171635
Aklan,2016-10,0.0,2016,10,0.088253958
Aklan,2016-11,0.0,2016,11,0.028998777
Aklan,2016-12,0.0,2016,12,0.044653532
Aklan,,0.0,2017,1,0.137582712
Aklan,,0.0,2017,2,0.237681321
Aklan,,0.0,2017,3,0.333354938
Aklan,,0.0,2017,4,0.502645328
Aklan,,0.0,2017,5,0.542651316
Aklan,,0.0,2017,6,0.26552452
Aklan,,0.0,2017,7,0.158009625
Aklan,2017-08,0.0,2017,8,0.292643468
Aklan,2017-09,0.0,2017,9,0.460766464
Aklan,2017-10,0.0,2017,10,0.453779982
Aklan,2017-11,0.0,2017,11,0.28542169
Aklan,2017-12,0.0,2017,12,0.212017763
Aklan,2018-01,0.0,2018,1,0.211992461
Aklan,2018-02,0.0,2018,2,0.251684742
Aklan,,0.0,2018,3,0.400039531
Aklan,,0.0,2018,4,0.525042686
Aklan,,0.0,2018,5,0.435340658
Aklan,,0.0,2018,6,0.381063913
Aklan,,0.0,2018,7,0.0
Aklan,,0.0,2018,8,0.075130833
Aklan,2018-09,0.0,2018,9,0.274453482
Aklan,2018-10,0.0,2018,10,0.304863991
Aklan,2018-11,0.0,2018,11,0.25044045
Aklan,,0.0,2018,12,0.225658693
Aklan,,0.0,2019,1,0.220240742
Aklan,,0.0,2019,2,0.265310031
Aklan,,0.0,2019,3,0.321254046
Aklan,,0.0,2019,4,0.401251376
Aklan,,0.0,2019,5,0.410669715
Aklan,,0.0,2019,6,0.326115929
Aklan,2019-07,0.0,2019,7,0.348192833
Aklan,2019-08,0.0,2019,8,0.00013
Aklan,,0.0,2019,9,0.325607639
Aklan,,0.0,2019,10,0.309976345
Aklan,2019-11,0.0,2019,11,0.278612548
Aklan,2019-12,0.53385,2019,12,0.160491791
Aklan,,0.0,2020,1,0.13418823
Aklan,,0.0,2020,2,0.374834556
Aklan,,0.0,2020,3,0.461021723
Aklan,,0.0,2020,4,0.592150103
Aklan,2020-05,0.0,2020,5,0.442449835
Aklan,,0.0,2020,6,0.358456234
Aklan,,0.0,2020,7,0.328013263
